path,index0,index1,index2,index3,index4,index5,index6,index7,index8,index9
test01Infarct (112).jpg.Extracted.png,[-0.07507898 -0.43765099],[0.82140866 0.57034009],[-0.74632968 -0.13268909],[0.46850028 2.27801524],[-1.73006876  0.58957443],[-0.81852815  2.42046088],[-0.80905036  0.93858019],[-0.27857276  2.43802267],[-1.25645791  1.98030106],[0. 0.]
test01Infarct (115).jpg.Extracted.png,[ 0.02925979 -0.397946  ],[0.89135771 0.45330061],[-0.92061749 -0.05535461],[1.51647074 2.18989795],[-2.31287947  1.09856608],[0.48365844 1.22335616],[-0.72335616  0.98365844],[-0.02809715  2.11723292],[-1.11322827  1.78278   ],[0. 0.]
test01Infarct (116).jpg.Extracted.png,[ 0.64314319 -0.17317789],[0.35667883 0.19204414],[-0.99982202 -0.01886625],[0.31663255 1.43694936],[-1.66405624  1.38996173],[0.70721723 2.03497375],[-0.50084542  1.08961467],[-0.56331761  1.71166681],[-1.32713358  1.67615912],[0. 0.]
test01Infarct (117).jpg.Extracted.png,[-0.22277228 -0.22772277],[ 0.98019802 -0.1980198 ],[-0.75742574  0.42574257],[1.33663366 1.49133663],[-0.4529703   1.97029703],[1.03589109 2.98391089],[0.41212871 1.24628713],[0.80940594 1.84405941],[-0.01113861  1.88861386],[0. 0.]
test01Infarct (118).jpg.Extracted.png,[-0.24473008 -0.25604113],[ 0.9907455  -0.13573265],[-0.74601542  0.39177378],[1.16966581 1.48843188],[-0.41362468  1.76683805],[0.80951157 2.70616967],[0.3251928  1.10282776],[0.8218509  1.88714653],[-0.0311054   1.87712082],[0. 0.]
test01Infarct (119).jpg.Extracted.png,[-0.00986938 -0.38838897],[0.8862119  0.46328012],[-0.87634253 -0.07489115],[0.85616836 2.19274311],[-1.99274311  1.25616836],[0.10595065 2.14005806],[-0.67300435  1.1329463 ],[0.00624093 2.01030479],[-0.91857765  1.704209  ],[0. 0.]
test01Infarct (12).jpg.Extracted.png,[ 0.00469043 -0.3424015 ],[0.57786116 0.81613508],[-0.58255159 -0.47373358],[-0.60600375  2.23827392],[-1.82645403  0.33114447],[-0.7804878   0.97560976],[-1.06378987  0.65666041],[-0.61726079  2.06003752],[-1.31894934  1.28330206],[0. 0.]
test01Infarct (120).jpg.Extracted.png,[-0.66780218 -0.36602843],[0.98848819 0.15129801],[-0.32068601  0.21473041],[1.76060143 2.00352402],[-0.62128509  1.59403266],[1.81416657 3.44238224],[-0.35240221  1.06014331],[1.12522025 2.63996241],[0.34958299 2.54833784],[0. 0.]
test01Infarct (121).jpg.Extracted.png,[ 0.12432021 -0.3222754 ],[0.83891668 0.05362193],[-0.96323689  0.26865347],[1.12981292 1.37170981],[-1.16260605  1.81172504],[0.92864912 2.09397433],[-0.09266913  1.20741788],[0.68343485 2.03279313],[-0.39726996  2.21225799],[0. 0.]
test01Infarct (122).jpg.Extracted.png,[0.30722485 0.35955436],[0.44902093 0.29473329],[-0.75624578 -0.65428764],[-0.2883187   0.93180284],[-2.06735314  0.18079001],[-0.48176907  0.97738015],[-0.94058069  0.62997974],[-0.97704254  0.17521945],[-1.63588791 -0.18787981],[0. 0.]
test01Infarct (123).jpg.Extracted.png,[ 0.2050278  -0.40245908],[0.7597306  0.13932179],[-0.9647584   0.26313729],[1.35531365 1.58634192],[-1.00775315  1.7421098 ],[0.67256637 1.08849558],[-0.01863889  1.12749628],[0.62769207 2.3534341 ],[-0.40559167  2.43824888],[0. 0.]
test01Infarct (124).jpg.Extracted.png,[ 0.29790535 -0.05333592],[0.60279286 0.48778123],[-0.90069822 -0.43444531],[0.2746315 1.5484872],[-1.54072925  0.49069046],[0.15477114 2.63537626],[-0.83204034  0.95267649],[-0.84076804  1.27211016],[-1.49301784  0.84445306],[0. 0.]
test01Infarct (125).jpg.Extracted.png,[0.51836499 0.05976493],[ 0.45130654 -0.30417672],[-0.96967153  0.2444118 ],[ 1.22200651 -0.09324168],[-0.83366565  1.86987092],[ 0.83728618 -0.89951726],[-0.05918774  0.8759576 ],[0.37653479 1.91678035],[-0.29499423  2.32857593],[0. 0.]
test01Infarct (126).jpg.Extracted.png,[-0.60849948 -0.5432319 ],[0.97460651 0.22392445],[-0.36610703  0.31930745],[1.40178384 1.9115425 ],[-0.41993704  1.61217209],[0.11993704 1.48782791],[-0.5996852   1.56086044],[0.29653725 2.93053515],[-0.39192025  2.72875131],[0. 0.]
test01Infarct (13).jpg.Extracted.png,[-0.28673267 -0.21267327],[0.42970297 0.9029703 ],[-0.1429703  -0.69029703],[-0.51960396  1.7560396 ],[-1.04356436  0.03564356],[-0.6229703   0.86970297],[-0.77029703  0.3029703 ],[-0.53029703  1.6229703 ],[-1.01623762  0.84237624],[0. 0.]
test01Infarct (14).jpg.Extracted.png,[-0.18687329 -0.72379216],[0.53327256 0.84594348],[-0.34639927 -0.12215132],[0.29717411 2.33637192],[-1.0437557  1.0793072],[-0.51504102  1.37101185],[-1.7301732   2.01093892],[-0.25159526  2.20601641],[-0.64357338  1.54147675],[0. 0.]
test01Infarct (15).jpg.Extracted.png,[-0.11830096 -0.46115142],[ 0.9720337  -0.05956003],[-0.85373274  0.52071144],[1.68921133 1.05359232],[-0.42756845  1.91785631],[0.89059209 1.21050784],[0.50830798 2.96957641],[1.0661128  1.83536157],[-0.01369062  2.07126141],[0. 0.]
test01Infarct (16).jpg.Extracted.png,[-0.125 -0.375],[0.8 0.6],[-0.675 -0.225],[0.60833333 1.59166667],[-0.91666667  0.75      ],[-0.09166667  1.19166667],[-0.5  1.5],[-0.1         1.71666667],[-0.86666667  1.18333333],[0. 0.]
test01Infarct (17).jpg.Extracted.png,[ 0.11043249 -0.47920106],[0.65070981 0.75932651],[-0.76114229 -0.28012545],[0.39716078 1.96269396],[-1.20732915  0.62462859],[0.63981512 2.67431496],[-0.89484979  0.8583691 ],[-0.4783757   2.03994718],[-1.14542753  1.40310333],[0. 0.]
test01Infarct (18).jpg.Extracted.png,[-0.004561   -0.68871152],[0.92246294 0.29190422],[-0.91790194  0.3968073 ],[1.56442417 1.22805017],[-1.17901938  1.96807298],[1.18015964 2.2041049 ],[0.19612315 1.61459521],[0.78563284 2.63055872],[-0.19384265  2.72976055],[0. 0.]
test01Infarct (19).jpg.Extracted.png,[ 0.3370275  -0.23992092],[0.27107171 0.96255916],[-0.6080992  -0.72263823],[-0.54304199  2.26837597],[-1.81219673 -0.44030432],[-1.4915833   1.52093692],[-1.00275565  0.26004912],[-1.43155814  1.59551908],[-1.98975619  0.79416522],[0. 0.]
test01Infarct (2).jpg.Extracted.png,[ 0.08300341 -0.45994844],[0.7789338  0.62710616],[-0.86193721 -0.16715772],[0.94521683 1.4411196 ],[-1.26134794  0.59851763],[0.03411288 1.63792468],[-1.43605561  1.40023939],[-0.19611454  1.92367185],[-0.90986097  1.49940153],[0. 0.]
test01Infarct (20).jpg.Extracted.png,[-0.34113353  0.02511808],[ 0.97853156 -0.20609704],[-0.63739802  0.18097896],[1.98454272 0.75161013],[-0.54916273  1.32803778],[1.53756977 1.86066982],[0.60433663 1.3016316 ],[1.06354659 0.91004723],[0.35895234 1.04594246],[0. 0.]
test01Infarct (21).jpg.Extracted.png,[-0.06364555 -0.69115312],[ 0.60181844 -0.15168134],[-0.5381729   0.84283446],[0.58926252 0.8004041 ],[0.23509886 2.10405542],[ 0.36325588 -0.06205802],[0.66762881 1.16842257],[1.74787127 2.01486506],[0.87718285 2.45085871],[0. 0.]
test01Infarct (22).jpg.Extracted.png,[0.37358982 0.00159097],[ 0.61917848 -0.12163726],[-0.9927683   0.12004628],[-0.14188603  1.04469193],[-1.207116    1.36187446],[-0.61874458  0.92884003],[-0.28594157  1.05336997],[0.25947353 1.70726063],[-0.64738212  1.65345675],[0. 0.]
test01Infarct (24).jpg.Extracted.png,[-0.32788398 -0.61120633],[0.68345419 0.72999341],[-0.3555702  -0.11878708],[0.18174028 2.13190508],[-0.86321688  1.17435728],[-0.45642716  1.03216875],[-1.06730389  1.03276203],[-0.68246539  2.28813448],[-1.27534608  1.81865524],[0. 0.]
test01Infarct (25).jpg.Extracted.png,[-0.20706006 -0.12908325],[ 0.9483667  -0.31717597],[-0.74130664  0.44625922],[1.35300316 0.45416228],[-0.28134879  1.55742887],[1.23208641 0.99710221],[0.50026344 1.43018967],[1.1609589  1.84589041],[0.28846154 2.05769231],[0. 0.]
test01Infarct (26).jpg.Extracted.png,[-0.14631541 -0.15770737],[ 0.89711641 -0.44179423],[-0.750801   0.5995016],[1.33339267 0.19633321],[-0.21733713  1.83143467],[1.37077252 0.88625845],[0.61302955 1.51477394],[1.32217871 2.08935564],[0.40477038 2.38519046],[0. 0.]
test01Infarct (27).jpg.Extracted.png,[ 0.17711599 -0.35266458],[0.68965517 0.72413793],[-0.86677116 -0.37147335],[-0.10031348  2.02194357],[-1.42633229  0.7523511 ],[-0.94670846  3.17868339],[-0.65517241  1.31661442],[-0.37304075  2.02194357],[-1.22884013  1.65517241],[0. 0.]
test01Infarct (29).jpg.Extracted.png,[-0.48979592 -0.18367347],[1. 0.],[-0.51020408  0.18367347],[2.04081633 1.02040816],[-0.7755102   1.26530612],[0.83673469 1.40816327],[0.         1.26530612],[1.34693878 1.71428571],[0.53061224 1.79591837],[0. 0.]
test01Infarct (3).jpg.Extracted.png,[0.71799889 0.02359239],[0.21990031 0.32331549],[-0.93789921 -0.34690788],[0.44519107 1.03031198],[-1.18656083  1.14561565],[0.8358501  0.19283736],[-0.09555104  0.63721617],[-2.29496031  1.85460587],[-2.89196972  1.15514122],[0. 0.]
test01Infarct (30).jpg.Extracted.png,[-0.17486752 -0.55904618],[0.79530659 0.60620742],[-0.62043906 -0.04716124],[0.48667676 1.92407267],[-1.44753974  1.01771385],[0.01158213 1.02339137],[-0.30295231  0.85874338],[-0.09742619  2.03853142],[-0.9656321  1.6674489],[0. 0.]
test01Infarct (31).jpg.Extracted.png,[-0.35789371 -0.2247592 ],[ 0.97174009 -0.23605339],[-0.61384638  0.46081259],[2.17024397 0.95144967],[-0.49005036  1.67134406],[1.46971104 0.57052755],[-0.44590036  1.68718525],[1.47279128 1.47860949],[0.61956681 1.93991102],[0. 0.]
test01Infarct (32).jpg.Extracted.png,[-0.17037939 -0.33832231],[0.95788375 0.28715628],[-0.78750435  0.05116603],[1.44500522 1.73860077],[-1.42786286  1.41724678],[0.81587191 0.84632788],[-0.18473721  1.25957188],[0.33736512 2.33614688],[-0.69222068  2.26514097],[0. 0.]
test01Infarct (33).jpg.Extracted.png,[ 0.2560136  -0.60271993],[0.65405865 0.18827029],[-0.91007225  0.41444964],[1.09545261 1.30947726],[-0.89757756  1.51551211],[1.30072248 2.25550361],[0.17900552 0.99889503],[0.83178921 2.44215895],[-0.03901402  2.60280493],[0. 0.]
test01Infarct (34).jpg.Extracted.png,[ 0.10824255 -0.34185505],[0.85951766 0.08998174],[-0.96776022  0.25187331],[1.59020213 0.54845413],[-1.25678484  1.36886846],[2.29916252 0.6497072 ],[-0.58107172  1.21037718],[0.48359675 2.77809962],[-0.69762609  2.73729614],[0. 0.]
test01Infarct (35).jpg.Extracted.png,[-0.10230769 -0.58153846],[ 0.88076923 -0.04615385],[-0.77846154  0.62769231],[1.94 1.08],[-0.59615385  2.01923077],[0.78615385 1.31076923],[0.02692308 1.53461538],[1.24307692 1.85538462],[0.34076923 2.17384615],[0. 0.]
test01Infarct (36).jpg.Extracted.png,[-0.29867797 -0.19056612],[ 0.99078723 -0.1354277 ],[-0.69210926  0.32599383],[1.77778801 0.93348381],[-0.477636    1.67875075],[0.85024644 1.09862269],[0.48735547 1.16412548],[1.09484546 1.6942282 ],[0.19038187 1.89861348],[0. 0.]
test01Infarct (37).jpg.Extracted.png,[ 0.03393535 -0.37029794],[0.94018176 0.144254  ],[-0.97411711  0.22604394],[1.5734499  1.67479581],[-1.87156333  1.58834695],[0.74398942 0.83084091],[-0.78793282  1.05205338],[0.60542966 2.22075233],[-0.57517543  2.31013459],[0. 0.]
test01Infarct (38).jpg.Extracted.png,[-0.08921645 -0.73467804],[0.90069822 0.43444531],[-0.81148177  0.30023274],[1.08688906 1.61986036],[-1.05585725  1.24437548],[0.49883631 0.94259116],[-0.35919317  0.94647013],[-0.10162917  3.31962762],[-1.22963538  3.00465477],[0. 0.]
test01Infarct (39).jpg.Extracted.png,[ 0.08262534 -0.43418691],[0.86969008 0.49359818],[-0.95231542 -0.05941127],[0.79161182 2.15298552],[-1.77420127  1.23561087],[0.45775996 3.14484863],[-0.61989949  0.77234654],[-0.03422281  2.46296518],[-1.19498624  2.13252363],[0. 0.]
test01Infarct (4).jpg.Extracted.png,[ 0.00615098 -0.37483691],[0.46132339 0.88723206],[-0.46747437 -0.51239515],[0.0833178  2.28630009],[-1.05629077  0.35153774],[-0.7028891   1.25181733],[-1.03112768  0.94538677],[-0.53681267  1.93122088],[-1.18098788  1.36868593],[0. 0.]
test01Infarct (40).jpg.Extracted.png,[-0.20629154 -0.4443066 ],[ 0.90837395 -0.2677891 ],[-0.70208241  0.7120957 ],[1.7603899  1.54922463],[-0.10022153  2.29703146],[1.97944174 2.80451927],[0.62578644 1.10553833],[1.52831192 1.79937971],[0.48622065 2.23535667],[0. 0.]
test01Infarct (41).jpg.Extracted.png,[-0.10859923 -0.39862641],[0.9713836 0.2375161],[-0.86278438  0.16111032],[0.96065245 1.82658463],[-1.26112462  1.66733438],[0.56531693 3.00786951],[-0.16912291  1.00372013],[0.38889684 2.37215625],[-0.5417084   2.29617971],[0. 0.]
test01Infarct (42).jpg.Extracted.png,[-0.16562725 -0.36788994],[0.9858974 0.1673509],[-0.82027014  0.20053903],[1.39750541 1.48293585],[-1.69444357  1.37406374],[0.66416998 1.18518286],[-1.37722899  2.20978407],[0.39509229 2.57823811],[-0.64107305  2.47406688],[0. 0.]
test01Infarct (43).jpg.Extracted.png,[-0.28997835 -0.61212496],[ 0.96272812 -0.12774513],[-0.67274977  0.73987009],[1.99133931 1.34998453],[-0.40272193  2.52428085],[0.77064646 0.9379833 ],[0.12944633 1.51005258],[1.67909063 2.20924838],[0.5423755  2.76971853],[0. 0.]
test01Infarct (44).jpg.Extracted.png,[-0.1101134  -0.34843786],[0.97324693 0.22976163],[-0.86313353  0.11867623],[1.56047211 1.71594538],[-1.47910206  1.52640592],[0.37671835 0.94112474],[-0.16218468  0.98111548],[0.48974774 1.73510761],[-0.47016894  1.68498033],[0. 0.]
test01Infarct (45).jpg.Extracted.png,[0.75978662 0.40492409],[0.01551087 0.22667214],[-0.7752975  -0.63159622],[-0.59359869  1.45227739],[-2.47977021  0.34854329],[-0.11350021  2.37308166],[-1.09363972  0.66860895],[-2.22273287  1.24768158],[-2.84464506  0.96873205],[0. 0.]
test01Infarct (46).jpg.Extracted.png,[-0.58207923 -0.37585748],[0.99617123 0.08742356],[-0.414092    0.28843393],[1.82254719 1.21850572],[-0.307046    1.34421696],[0.65557033 1.36447753],[0.11013028 1.31869184],[1.03924488 2.10390853],[0.15830896 2.21861207],[0. 0.]
test01Infarct (47).jpg.Extracted.png,[-0.44664402 -0.39721214],[0.94002577 0.34110343],[-0.49338175  0.0561087 ],[0.2871032  2.92960056],[-1.03982664  1.476514  ],[-0.32892117  1.37073914],[-0.56050135  1.00035141],[0.35633126 2.34836594],[-0.45086096  1.8767717 ],[0. 0.]
test01Infarct (48).jpg.Extracted.png,[-0.17211359 -0.67366821],[0.89166033 0.45270504],[-0.71954674  0.22096317],[0.93249499 2.10350307],[-1.18531058  1.41719063],[0.02211014 1.1933255 ],[-0.92164721  1.17259725],[0.31189111 2.33959787],[-0.64554688  2.16174946],[0. 0.]
test01Infarct (49).jpg.Extracted.png,[ 0.22058887 -0.61675292],[0.68468664 0.19192798],[-0.90527552  0.42482495],[1.31005089 1.4511373 ],[-0.41730092  1.6133171 ],[1.75079372 2.60962032],[0.69786457 0.61466533],[0.57260905 2.50745879],[-0.45305093  2.6348019 ],[0. 0.]
test01Infarct (5).jpg.Extracted.png,[ 0.25937197 -0.47669111],[0.73952137 0.42965832],[-0.99889335  0.04703278],[0.76857103 1.66426892],[-1.78115922  1.30073316],[0.33697607 1.32148292],[-0.54986858  1.13058514],[0.12159358 2.66772721],[-1.11633698  2.55567852],[0. 0.]
test01Infarct (50).jpg.Extracted.png,[ 0.58839839 -0.58934695],[0.35023714 0.24443634],[-0.93863553  0.34491062],[0.70605618 1.72714338],[-0.93600876  2.22174389],[0.7901131 1.7858081],[0.18584458 1.28595403],[0.15038307 2.94870485],[-0.79952572  2.98887267],[0. 0.]
test01Infarct (51).jpg.Extracted.png,[ 0.09705812 -0.60358766],[0.80497489 0.17192059],[-0.90203301  0.43166707],[1.18899785 1.48902177],[-0.83903372  1.92800765],[0.76421909 1.11734035],[-0.07270988  1.1796221 ],[1.08194212 2.70480746],[3.34848122e-04 2.90772542e+00],[0. 0.]
test01Infarct (52).jpg.Extracted.png,[-0.41842199 -0.37486612],[ 0.54958943 -0.61649411],[-0.13116744  0.99136023],[ 1.60135666 -0.49332381],[1.03798643 1.78693324],[ 1.41563727 -0.12831132],[1.02513388 0.61842199],[1.98864691 0.71781507],[1.52424134 1.49560871],[0. 0.]
test01Infarct (53).jpg.Extracted.png,[-0.26630573 -0.69303441],[0.95458014 0.29795429],[-0.68827441  0.39508012],[1.14196432 1.58871407],[-0.8402311   1.87191599],[1.08440827 1.72628175],[-0.58973148  1.06863849],[0.57032811 2.81864758],[-0.47745358  2.73209549],[0. 0.]
test01Infarct (54).jpg.Extracted.png,[-0.51770226  0.00255936],[ 0.95905019 -0.28323617],[-0.44134793  0.28067681],[2.10308545 0.12967439],[-0.34835774  1.42385895],[1.17830229 0.7332575 ],[0.45528224 0.98236883],[1.52424286 1.87601308],[0.68477179 2.06967155],[0. 0.]
test01Infarct (55).jpg.Extracted.png,[-0.21828794 -0.592607  ],[ 0.93735409 -0.10233463],[-0.71906615  0.69494163],[1.62782101 0.89513619],[-0.34552529  2.17159533],[1.33599222 0.72587549],[0.40389105 1.26225681],[1.42821012 1.90136187],[0.41322957 2.31167315],[0. 0.]
test01Infarct (56).jpg.Extracted.png,[-0.47505423 -0.19739696],[0.99913232 0.04164859],[-0.52407809  0.15574837],[2.01952278 1.06290672],[-0.81908894  1.31626898],[0.80347072 1.43340564],[-0.02559653  1.22863341],[1.33926247 1.7154013 ],[0.48503254 1.71843818],[0. 0.]
test01Infarct (57).jpg.Extracted.png,[ 0.03181979 -0.41553935],[0.92571462 0.12722033],[-0.95753441  0.28831902],[1.34178332 1.53105517],[-1.00941066  1.83084343],[0.62998471 0.96147512],[-0.33272556  1.05675803],[0.68044936 2.09357723],[-0.41212798  2.25449947],[0. 0.]
test01Infarct (58).jpg.Extracted.png,[ 0.05393443 -0.46672131],[0.83983607 0.01819672],[-0.89377049  0.44852459],[1.50918033 1.26098361],[-1.03688525  1.8442623 ],[0.40557377 0.85131148],[0.11540984 0.9595082 ],[0.59934426 1.75278689],[-0.25245902  2.07295082],[0. 0.]
test01Infarct (59).jpg.Extracted.png,[-0.12172394 -0.33488643],[0.95806639 0.2865463 ],[-0.83634246  0.04834013],[1.3075131  1.89866045],[-1.291788    1.49388468],[1.30052417 0.94641817],[-0.74839837  2.28072219],[0.4635993  2.16540478],[-0.64880606  2.10017472],[0. 0.]
test01Infarct (6).jpg.Extracted.png,[ 0.05314685 -0.68391608],[0.80839161 0.17622378],[-0.86153846  0.50769231],[1.3958042  1.33006993],[-0.90559441  1.98251748],[0.97832168 1.07202797],[0.06993007 1.1958042 ],[0.96783217 2.48811189],[-0.17132867  2.67482517],[0. 0.]
test01Infarct (60).jpg.Extracted.png,[-0.38590083 -0.28608045],[0.91826273 0.39597166],[-0.5323619  -0.10989122],[1.2406103  1.70104341],[-1.53906234 -0.16632021],[0.5373065 1.3081596],[-1.67190054 -0.05612626],[0.28101475 2.14975075],[-0.70618983  1.93220852],[0. 0.]
test01Infarct (61).jpg.Extracted.png,[-0.20517241 -0.51206897],[0.99310345 0.11724138],[-0.78793103  0.39482759],[1.65517241 1.36206897],[-0.83793103  1.74482759],[0.34482759 1.13793103],[-0.50862069  2.14655172],[0.86551724 2.2862069 ],[-0.07586207  2.28965517],[0. 0.]
test01Infarct (62).jpg.Extracted.png,[-0.40369308 -0.41674435],[ 0.99992829 -0.01197562],[-0.59623521  0.42871997],[1.76181427 1.22298315],[-0.5327716   2.02714234],[1.01283614 2.14363571],[0.10842596 1.10713517],[1.3745787  2.55464324],[0.20781642 2.70534242],[0. 0.]
test01Infarct (63).jpg.Extracted.png,[ 0.29895885 -0.5384234 ],[0.62072385 0.14576103],[-0.9196827   0.39266237],[1.06693109 1.32721864],[-1.0490828   1.76003966],[0.59692613 0.69608329],[-0.07882995  0.94794249],[0.77193852 2.77392167],[-0.17055032  2.9439762 ],[0. 0.]
test01Infarct (64).jpg.Extracted.png,[-0.26013291 -0.21777551],[ 0.99941576 -0.03417805],[-0.73928285  0.25195355],[2.01577448 0.92280727],[-0.89461769  1.66486526],[1.04564376 1.17015994],[0.02161688 1.26458775],[0.89929161 1.60855912],[0.00606149 1.85459724],[0. 0.]
test01Infarct (65).jpg.Extracted.png,[ 0.42086025 -0.33625523],[0.5586273  0.13475051],[-0.97948754  0.20150472],[1.05869828 1.34133012],[-1.06945135  1.61186032],[0.6545532  1.07708141],[0.06600894 1.11902903],[0.39850238 2.09117042],[-0.60951806  2.24767549],[0. 0.]
test01Infarct (66).jpg.Extracted.png,[-0.04491772 -0.45421104],[0.94249758 0.01335915],[-0.89757986  0.44085189],[1.88954501 1.61151985],[-1.02100678  2.25740561],[0.74036786 0.96940949],[-0.15091965  1.17647628],[1.18470474 2.22981607],[0.06137464 2.61200387],[0. 0.]
test01Infarct (67).jpg.Extracted.png,[ 0.30949929 -0.35281246],[0.68406487 0.23954177],[-0.99356417  0.11327069],[0.92386408 1.76000772],[-1.37952117  1.72042734],[0.10194362 1.99420775],[-0.2313039   1.22905136],[0.11101815 2.45391942],[-0.93023555  2.42785429],[0. 0.]
test01Infarct (68).jpg.Extracted.png,[ 0.34551636 -0.5121122 ],[0.34653634 0.93803655],[-0.6920527  -0.42592435],[-0.45490863  2.23365916],[-2.02515937  0.22966426],[-0.75631109  1.21470463],[-1.03425414  0.54917127],[-1.34126647  2.05439864],[-2.00220994  1.35801105],[0. 0.]
test01Infarct (69).jpg.Extracted.png,[-0.02491041 -0.50362731],[0.91565423 0.04912158],[-0.89074382  0.45450573],[1.31658072 1.59697579],[-1.04073071  1.99056027],[0.13713836 1.13049559],[-0.34061708  1.30303295],[0.86190018 2.22550476],[-0.19403898  2.39279783],[0. 0.]
test01Infarct (7).jpg.Extracted.png,[-0.11538462 -0.42307692],[0.92307692 0.38461538],[-0.80769231  0.03846154],[1.10989011 1.73626374],[-1.32417582  1.33516484],[0.14285714 2.        ],[-0.43406593  1.02747253],[0.13186813 2.34065934],[-0.71428571  2.        ],[0. 0.]
test01Infarct (70).jpg.Extracted.png,[-0.1643002  -0.51521298],[0.88235294 0.47058824],[-0.71805274  0.04462475],[1.01622718 1.79716024],[-1.29006085  0.88438134],[0.62068966 3.06896552],[-1.14401623  1.02434077],[-0.0851927   2.89249493],[-1.03448276  2.55172414],[0. 0.]
test01Infarct (71).jpg.Extracted.png,[-0.50557072 -0.67394673],[0.88430606 0.4669077 ],[-0.37873534  0.20703903],[1.2564008 2.0723825],[-0.85088172  1.57677267],[0.04891906 1.48114809],[-1.39186896  2.90289973],[0.58392976 3.28628348],[-0.14830665  2.81280897],[0. 0.]
test01Infarct (72).jpg.Extracted.png,[ 0.07215995 -0.34213875],[0.91317782 0.17152378],[-0.98533778  0.17061497],[1.27379582 1.64053317],[-1.07403817  1.86573766],[0.63617086 1.03907907],[-0.30045441  1.0492578 ],[0.51202666 1.77631021],[-0.4418661   1.85828537],[0. 0.]
test01Infarct (73).jpg.Extracted.png,[ 0.17777778 -0.57777778],[ 0.62222222 -0.02222222],[-0.8  0.6],[1.71111111 0.91111111],[-1.37777778  2.31111111],[0.51111111 0.64444444],[0.12222222 1.7       ],[1.44444444 2.77777778],[0.68888889 3.17777778],[0. 0.]
test01Infarct (74).jpg.Extracted.png,[-0.06544836 -0.55121122],[0.95835104 0.28559286],[-0.89290268  0.26561836],[1.90607735 1.21546961],[-1.34339142  1.78325542],[0.73013175 1.56481088],[-0.45303867  1.39226519],[0.40033999 2.68338292],[-0.85295368  2.56311092],[0. 0.]
