path,index0,index1,index2,index3,index4,index5,index6,index7,index8
train00None (108).jpg.Extracted.png,[ 0.04447974 -0.0497291  -0.16978231],[0.04796497 0.08188682 0.07775078],[-0.09244471 -0.03438466  0.1007917 ],[0.00690011 0.2243404  0.09727363],[-0.21627129  0.03623905  0.07605029],[-0.09140393  0.29487615 -0.03537223],[-0.28162747  0.13353595 -0.08843058],[-0.15008781  0.27455351  0.12380281],[-0.24146777  0.19349674  0.12380281]
train00None (109).jpg.Extracted.png,[ 0.03536071 -0.05853755 -0.18642925],[0.04305579 0.0670571  0.06214308],[-0.07841649 -0.00909248  0.13328204],[ 0.10860715  0.14798459 -0.28870421],[-0.20803367 -0.04620719 -0.22683902],[ 0.07528934  0.13710158 -0.79049962],[-0.15750976 -0.00984943 -0.69426488],[-0.11990562  0.28748773  0.15122601],[-0.19775865  0.2436213   0.17872165]
train00None (11).jpg.Extracted.png,[ 0.03843335 -0.10708606 -0.30692399],[0.10176557 0.09699424 0.153462  ],[-0.14019892  0.01110762  0.16820801],[0.13511446 0.37707204 0.19407192],[-0.31462833  0.25367258  0.21583699],[-0.04709953  0.46005692 -0.11063913],[-0.40369935  0.45233765 -0.06166771],[-0.1095505   0.51059691  0.59128453],[-0.27938534  0.45129244  0.59128453]
train00None (110).jpg.Extracted.png,[ 0.08904247 -0.08694423 -0.33649442],[0.0752551 0.0940126 0.3028426],[-0.19894106 -0.01304469  0.01883159],[-0.04888916  0.30298577  0.66595333],[-0.36437926  0.22776074  0.11641343],[-0.15535605  0.46337578  0.53242027],[-0.34629112  0.39945583  0.05991868],[-0.19985116  0.56162337  0.76353518],[-0.35935952  0.47810794  0.51701261]
train00None (111).jpg.Extracted.png,[-0.00043687 -0.04445171 -0.20797677],[0.06880732 0.08300565 0.0681891 ],[-0.06837044 -0.03993272  0.1469859 ],[0.01545668 0.28074255 0.03633975],[-0.22635313  0.0350524   0.18573648],[-0.14887569  0.29257758 -0.14132123],[-0.33151032  0.11227115 -0.0242265 ],[-0.11382329  0.266838    0.72679491],[-0.19272352  0.17965971  0.73487041]
train00None (112).jpg.Extracted.png,[ 0.12304971 -0.0745081  -0.00169977],[-0.03945546  0.04515854  0.48823759],[-0.11528418  0.04202275 -0.66339326],[-0.2836741   0.35993631  0.79935372],[-0.34841375  0.38553678 -0.86030151],[-0.38345616  0.60794089  0.52508866],[-0.4426045   0.62063563 -0.77591226],[-0.33418932  0.75957445  0.72199691],[-0.39699487  0.76302067 -0.09376583]
train00None (113).jpg.Extracted.png,[ 0.03952121 -0.0682046  -0.31151496],[0.07317105 0.06885697 0.158852  ],[-0.11269226 -0.0007097   0.16612563],[0.12077659 0.2428093  0.22657846],[-0.27950076  0.08819266 -0.01723967],[ 0.17760376  0.33294895 -0.09851237],[-0.36560825  0.00924509 -0.56398335],[-0.09251373  0.35789563  0.47039659],[-0.20345485  0.31640576  0.47039659]
train00None (114).jpg.Extracted.png,[-0.00789332 -0.06742699 -0.16704212],[0.07270884 0.08062179 0.01841409],[-0.06481552 -0.01379949  0.15636143],[ 0.03803504  0.27032044 -0.02881489],[-0.20412137  0.01218027  0.19867108],[-0.04955875  0.37269809 -0.17895563],[-0.3079706   0.01208971  0.0166823 ],[-0.08256773  0.28177624  0.4625548 ],[-0.17339902  0.21093598  0.53990003]
train00None (115).jpg.Extracted.png,[ 0.08777802 -0.00112723 -0.185858  ],[0.01499324 0.05649897 0.31918141],[-0.12035698 -0.06536424 -0.17004776],[-0.0212747   0.26701245  0.35369935],[-0.18896651  0.1527488  -0.24486878],[-0.00273803  0.37869088  0.10202866],[-0.00348976  0.29678848 -0.14964203],[-0.23625245  0.23226765  0.57136048],[-0.34507062  0.19315912  0.27207642]
train00None (116).jpg.Extracted.png,[ 0.0379082   0.00285221 -0.21394833],[0.07012475 0.06058549 0.17392921],[-0.10803295 -0.06739392  0.04405233],[0.07446355 0.22706135 0.05588688],[-0.27942114  0.02769306 -0.17464651],[ 0.11990189  0.25366841 -0.34754656],[-0.13730688  0.07284903 -0.45757386],[-0.10737666  0.26316007  0.7108113 ],[-0.20750607  0.22265218  0.62698097]
train00None (117).jpg.Extracted.png,[ 0.05588766 -0.06440972 -0.29899105],[0.10834553 0.08532547 0.21639684],[-0.16423319 -0.02309425  0.09229518],[0.12373647 0.32071746 0.26911437],[-0.34907132  0.19868186  0.0510728 ],[ 0.03621707  0.4605989  -0.11982464],[-0.23545105  0.33928461 -0.27304304],[-0.09621079  0.46115992  0.67573242],[-0.27795513  0.3961081   0.58733719]
train00None (118).jpg.Extracted.png,[ 0.06245403 -0.08148162 -0.24662561],[0.07782973 0.10339575 0.15651241],[-0.14028376 -0.02462697  0.10264014],[0.0697936  0.33041803 0.22289404],[-0.40226702  0.00686631 -0.17274288],[-0.02584984  0.50047971  0.01671705],[-0.29917598  0.08620788 -0.57395214],[-0.1494242   0.44814414  0.26747284],[-0.30961997  0.35768416  0.22846639]
train00None (119).jpg.Extracted.png,[-0.03688131 -0.05766146 -0.07490493],[ 0.05682547  0.04285112 -0.12914644],[-0.01994416  0.01505641  0.20617378],[-0.0448418   0.1716961  -0.19379053],[-0.11511012  0.11500078  0.24537506],[-0.14752789  0.18294929 -0.11013994],[-0.13741373  0.1228965   0.08643894],[-0.06309617  0.29737757  0.10735159],[-0.10856812  0.26641491  0.31647806]
train00None (12).jpg.Extracted.png,[ 0.07623834 -0.05745022 -0.26925592],[0.01634912 0.05411763 0.42454429],[-0.11403806  0.00335386 -0.2054169 ],[-0.04111735  0.29125074  0.34401144],[-0.24952984  0.21230132 -0.46528166],[ 0.00172151  0.28499569 -0.27966398],[-0.10451145  0.28892568 -0.67317346],[-0.18518925  0.52075345  0.54447854],[-0.27027026  0.49328473  0.04702315]
train00None (120).jpg.Extracted.png,[ 0.0547268  -0.09132642 -0.34283004],[0.0773426  0.09650561 0.15762301],[-0.1320694  -0.00569505  0.20423023],[ 0.07115662  0.39220849 -0.11117899],[-0.35705373  0.16772631 -0.1401822 ],[ 0.03579008  0.35620663 -0.80725611],[-0.2304119   0.02774261 -0.84592706],[-0.09381661  0.46145913  0.41087886],[-0.2791203   0.38712588  0.41087886]
train00None (121).jpg.Extracted.png,[ 0.00812586 -0.05155062 -0.09843211],[ 0.04278478  0.05782325 -0.05684108],[-0.05091064 -0.00654584  0.16250482],[-0.05212025  0.16286061 -0.11283208],[-0.14749255  0.04523065  0.14332724],[-0.18763337  0.11726541 -0.1265549 ],[-0.21886701  0.06645659 -0.0396437 ],[-0.07402713  0.21833281  0.14332724],[-0.12171328  0.15951783  0.29885254]
train00None (122).jpg.Extracted.png,[ 0.02943146 -0.04785059 -0.21231681],[0.06660057 0.07751162 0.12984664],[-0.09603203 -0.0319153   0.09043642],[0.05783604 0.23266294 0.0455649 ],[-0.23992008  0.03644578 -0.08518655],[-0.01783792  0.26108928 -0.3050867 ],[-0.17686988  0.11358336 -0.42395165],[-0.09339754  0.31094399  0.30706778],[-0.20415276  0.25219318  0.24763531]
train00None (123).jpg.Extracted.png,[ 0.01843095 -0.05968538 -0.19813884],[0.05544707 0.05965996 0.06501431],[-7.38780268e-02  2.64966217e-05  1.38763489e-01],[ 0.0515806   0.21852316 -0.14797025],[-0.22169781  0.10443145 -0.0830077 ],[-0.03312142  0.19536226 -0.45473784],[-0.18792249  0.10013472 -0.38255723],[-0.02656668  0.1983848   0.70015191],[-0.10422205  0.14270501  0.76511446]
train00None (124).jpg.Extracted.png,[ 0.03773227 -0.07867212 -0.27475016],[0.07813362 0.09484577 0.11588988],[-0.11586589 -0.01743403  0.17235756],[0.0282545  0.35412704 0.00798233],[-0.2939036   0.12636876  0.06545514],[-0.10588762  0.31333413 -0.35601209],[-0.31296096  0.20196956 -0.35601209],[-0.13799148  0.38291546  0.60665737],[-0.27180636  0.28425292  0.63060437]
train00None (125).jpg.Extracted.png,[-0.0343137  -0.10598487 -0.34112352],[0.15276913 0.0940835  0.08140448],[-0.11845544  0.01272553  0.27674453],[ 0.22233971  0.43297252 -0.05746476],[-0.40604118  0.20434286  0.19851462],[ 0.00097527  0.36910875 -0.49106248],[-0.25832608  0.30256025 -0.45971807],[-0.03700548  0.61100865  0.6739049 ],[-0.24631601  0.52929415  0.69480117]
train00None (126).jpg.Extracted.png,[ 0.00663938 -0.08610023 -0.16731211],[ 0.0623806   0.09016817 -0.06274204],[-0.06901998 -0.00425455  0.24101447],[-0.01754682  0.32169759 -0.14517246],[-0.21108714  0.07733431  0.24337737],[-0.19887435  0.31647311 -0.19640981],[-0.22338042  0.17249488 -0.02988845],[-0.04149624  0.35730316  0.39708939],[-0.134732    0.278205    0.62765742]
train00None (127).jpg.Extracted.png,[ 0.0336846  -0.03606568 -0.19882178],[0.04548076 0.05797596 0.10276182],[-0.07916537 -0.02319623  0.10322703],[-0.0081646   0.18790677  0.17317537],[-0.17942163  0.04542542  0.14348816],[-0.07516875  0.2862267  -0.01979147],[-0.24317809  0.12747058 -0.07916588],[-0.12791207  0.24524041  0.24739338],[-0.20409687  0.18603798  0.23254978]
train00None (128).jpg.Extracted.png,[ 0.0570441  -0.04862903 -0.20931671],[0.0394167  0.09992376 0.10964209],[-0.0964608  -0.05435512  0.10886668],[0.04984172 0.2863952  0.0581529 ],[-0.26825268  0.01258542  0.08722934],[-0.02806824  0.29353828 -0.23842687],[-0.32845862  0.14181242 -0.12793637],[-0.20028894  0.2520322   0.53500664],[-0.27956358  0.1638072   0.56989838]
train00None (129).jpg.Extracted.png,[ 0.06918627  0.00633331 -0.2044267 ],[0.02113574 0.08267003 0.20866388],[-0.10492567 -0.10419568 -0.01344223],[-0.08482227  0.20922798  0.38982456],[-0.32548489 -0.01247543 -0.01792297],[-0.13109455  0.30174794  0.26884452],[-0.33210401  0.19991447 -0.06721113],[-0.22438961  0.19845039  0.84686024],[-0.31430129  0.11095013  0.68555353]
train00None (13).jpg.Extracted.png,[-0.01555597 -0.07905557 -0.18199114],[ 0.08894596  0.07326241 -0.04362801],[-0.07338998  0.00612949  0.23815563],[ 0.11876725  0.27708795 -0.30476869],[-0.20173064  0.10186284  0.12575407],[ 0.00959223  0.23866561 -0.63764711],[-0.20242534  0.16946265 -0.32252221],[-0.04590374  0.36456691  0.27222058],[-0.16189218  0.30858999  0.44975574]
train00None (130).jpg.Extracted.png,[ 0.03906386 -0.04912868 -0.14974463],[0.04693295 0.07499095 0.0470626 ],[-0.08599681 -0.02734238  0.11029269],[-0.04073635  0.20933346 -0.04865852],[-0.21798242  0.05653425  0.04379266],[-0.20020978  0.18606639 -0.18976821],[-0.29057301  0.16026277 -0.1411097 ],[-0.10998139  0.23619889  0.43792665],[-0.18844562  0.17056062  0.48658516]
train00None (131).jpg.Extracted.png,[-0.0011453  -0.05217683 -0.17781597],[ 0.05150092  0.05431723 -0.0050089 ],[-0.05035562 -0.00221233  0.18913649],[ 0.02913755  0.19156296 -0.07597977],[-0.12509429  0.08101553  0.13880919],[-0.08916528  0.25128398 -0.21186666],[-0.15451664  0.03463644 -0.09351356],[-0.03982862  0.19844205  0.4675678 ],[-0.11267249  0.15806573  0.59907124]
train00None (132).jpg.Extracted.png,[ 0.02530776 -0.05797451 -0.21470347],[0.07148634 0.07151506 0.03220552],[-0.09679409 -0.01458602  0.19818938],[ 0.06460234  0.25442373 -0.13063711],[-0.17758156  0.09014706  0.2488326 ],[ 0.00234645  0.20132899 -0.45411949],[-0.18055206  0.15412535  0.04976652],[-0.12750725  0.34046866  0.18662445],[-0.2353692   0.26650547  0.26127422]
train00None (133).jpg.Extracted.png,[ 0.0463026  -0.05187348 -0.16820041],[0.0451823  0.06911872 0.12084301],[-0.0914849  -0.01845394  0.0511904 ],[-0.00117454  0.19792218  0.09570888],[-0.20220402  0.09011141 -0.00180583],[-0.04216843  0.24251078 -0.1480779 ],[-0.19282122  0.16653449 -0.19683525],[-0.09617028  0.24683661  0.44784534],[-0.17691921  0.20221755  0.3936705 ]
train00None (134).jpg.Extracted.png,[-0.00671511 -0.03969226 -0.17266868],[0.07102388 0.0726528  0.03994574],[-0.06430878 -0.03422117  0.13965077],[ 0.03398538  0.24933595 -0.01653256],[-0.17167171  0.02006552  0.12324271],[-0.10007559  0.22868881 -0.16081671],[-0.1995308   0.07688876 -0.10220127],[-0.05982822  0.2312479   0.63274612],[-0.13875261  0.16965546  0.69587044]
train00None (135).jpg.Extracted.png,[ 0.04686444 -0.07610862 -0.16611335],[0.06267501 0.08686457 0.10186196],[-0.10953945 -0.01165276  0.07008246],[0.00173375 0.26761567 0.01936859],[-0.24159669  0.13746975 -0.00176078],[-0.09936551  0.25746177 -0.20777212],[-0.09355235  0.21057405 -0.11797231],[-0.09638244  0.31020089  0.39441488],[-0.19751994  0.26195549  0.38385019]
train00None (136).jpg.Extracted.png,[ 0.04027804  0.01370956 -0.15987269],[0.04999857 0.03322333 0.16277946],[-0.09027661 -0.05031448 -0.00318771],[0.04389171 0.15377753 0.2116364 ],[-0.22060479 -0.00032902 -0.04137253],[0.00528547 0.27327378 0.12570884],[-0.24214468  0.12773225 -0.08433631],[-0.07996665  0.17707659  0.58398917],[-0.1674237   0.12784369  0.45032407]
train00None (137).jpg.Extracted.png,[ 0.02444648 -0.05705753 -0.18328673],[0.04046139 0.09185004 0.04461585],[-0.06490787 -0.03634182  0.14728031],[-0.02366574  0.2400496  -0.00698515],[-0.22547684  0.03073221  0.16065846],[-0.10917046  0.20332625 -0.14948222],[-0.23992123  0.11984803 -0.03632278],[-0.15088116  0.23204458  0.50013678],[-0.22413846  0.15867364  0.52528333]
train00None (138).jpg.Extracted.png,[ 0.03743178 -0.05546067 -0.18851748],[0.04749481 0.08023162 0.07601511],[-0.08492659 -0.02622357  0.12085454],[0.00640498 0.24929212 0.06078061],[-0.23057917  0.04307474  0.11808804],[ 0.03048083  0.36850857 -0.12156121],[-0.34979562  0.06715059 -0.05383425],[-0.13885075  0.27407328  0.43588378],[-0.22333545  0.19505951  0.45672285]
train00None (139).jpg.Extracted.png,[ 0.02596231 -0.03377689 -0.22184337],[0.08332418 0.06670642 0.12999739],[-0.10928649 -0.03528622  0.10012559],[0.0805548  0.20668342 0.14131186],[-0.27152689  0.06350226  0.08708754],[ 0.04168704  0.31600584 -0.03614955],[-0.25608927  0.16012422 -0.0805149 ],[-0.08539958  0.27771288  0.59482435],[-0.19529681  0.22108091  0.59482435]
train00None (14).jpg.Extracted.png,[-0.00568805 -0.07784006 -0.32696107],[0.09273867 0.04929954 0.25124377],[-0.08705062  0.03104463  0.08183898],[0.11075003 0.24155918 0.55806151],[-0.14747247  0.22569018  0.26665055],[0.12081254 0.41729408 0.415213  ],[-0.22013689  0.41024929  0.1466578 ],[0.01165461 0.44472405 0.32378996],[-0.12345564  0.42124833  0.17522751]
train00None (140).jpg.Extracted.png,[ 0.04367668 -0.07266668 -0.19072571],[0.0563374  0.0911653  0.11247927],[-0.10001409 -0.01988899  0.08503677],[-0.01805924  0.25431757  0.06639756],[-0.23419885  0.09908426  0.01659939],[-0.11502055  0.35678023 -0.2047258 ],[-0.28254726  0.23858582 -0.25452397],[-0.14130008  0.29456207  0.44818351],[-0.23383914  0.22342537  0.41498473]
train00None (141).jpg.Extracted.png,[ 0.0109407  -0.05816323 -0.15643264],[0.07921066 0.06418268 0.05833082],[-0.09015136 -0.00645449  0.10549335],[ 0.07442813  0.22580866 -0.10957426],[-0.18200815  0.10439198 -0.06004069],[-0.02648598  0.18609371 -0.38426042],[-0.12364176  0.09802525 -0.3212177 ],[-0.02205451  0.25856788  0.42628891],[-0.12302472  0.20878396  0.44430112]
train00None (142).jpg.Extracted.png,[ 0.01240823 -0.00685227 -0.17414403],[0.04235847 0.0537302  0.0849132 ],[-0.0547667  -0.04839475  0.09440528],[0.01507665 0.17594098 0.06153871],[-0.15596769 -0.03276911  0.0858303 ],[-0.06576356  0.21832979 -0.02591103],[-0.184571    0.06135415  0.0080972 ],[-0.06427447  0.10367902  0.60567043],[-0.11064637  0.04419765  0.60567043]
train00None (143).jpg.Extracted.png,[ 0.01568851 -0.06134711 -0.14493355],[0.05683401 0.0629351  0.06126057],[-0.07252252 -0.00167406  0.08828866],[0.00657099 0.21502395 0.01803029],[-0.16402787  0.08971555  0.01311293],[-0.06559923  0.33238248 -0.15407699],[-0.17081164  0.12654543 -0.20816784],[-0.07794962  0.2532923   0.39666628],[-0.15573753  0.20154151  0.39666628]
train00None (144).jpg.Extracted.png,[ 0.03803116 -0.03882912 -0.2222228 ],[0.03503421 0.08672295 0.08054364],[-0.07306537 -0.04887732  0.14732095],[-0.07217007  0.22085875  0.01623458],[-0.20119963  0.04031591  0.12407859],[-0.18510218  0.19049496 -0.25163602],[-0.22901165  0.1409672  -0.14727085],[-0.12099922  0.17129422  0.85115593],[-0.1868818   0.09946243  0.87898664]
train00None (145).jpg.Extracted.png,[ 0.00950153 -0.0488926  -0.19706309],[0.04881535 0.07459419 0.04741367],[-0.05831688 -0.02658963  0.15724203],[0.05028279 0.22330601 0.03910797],[-0.13235564  0.02163344  0.48289841],[ 0.14797996  0.28217506 -0.03740762],[-0.17017696 -0.00488518  0.74815247],[-0.12050204  0.20882145  0.42678698],[-0.1788297   0.14384514  0.52880777]
train00None (146).jpg.Extracted.png,[ 0.07434333 -0.0942027  -0.3443408 ],[0.07723483 0.11294032 0.18335029],[-0.15157816 -0.02082383  0.18102951],[0.02204957 0.3398301  0.29716659],[-0.39266397  0.12095937 -0.12106787],[-0.07671616  0.49874382 -0.05503085],[-0.35426736  0.08002979 -0.80895349],[-0.185855    0.47626874  0.41273137],[-0.34590454  0.38975575  0.39071903]
train00None (147).jpg.Extracted.png,[ 0.06601451 -0.04702154 -0.22189188],[0.05016708 0.08792857 0.13105024],[-0.11618159 -0.04380332  0.09946741],[0.00553325 0.23749506 0.23190583],[-0.28019462  0.02505204  0.12728666],[-0.02700392  0.32285914  0.09590091],[-0.26355283  0.13108432 -0.05056593],[-0.17327927  0.28697889  0.62422773],[-0.26843078  0.20359122  0.62422773]
train00None (148).jpg.Extracted.png,[ 0.04289808 -0.06265357 -0.10627202],[0.03657827 0.06217668 0.2979412 ],[-0.07947635  0.00050924 -0.2046054 ],[0.04180327 0.14096488 0.41663032],[-0.08607974  0.05802189 -0.63205869],[0.0506465  0.03769332 0.51418279],[-0.00921723 -0.01566768 -0.77838739],[-0.07376195  0.36396388  0.23371945],[-0.16708035  0.33977469 -0.05893795]
train00None (149).jpg.Extracted.png,[ 0.00829137 -0.05286272 -0.12891893],[0.05512021 0.06157271 0.02911073],[-0.06341159 -0.00916225  0.1053968 ],[0.03466506 0.19832965 0.00460218],[-0.13884215  0.05960392  0.13346327],[-0.06130418  0.23927429 -0.151872  ],[-0.19543847  0.11420648 -0.00460218],[-0.06189358  0.20840754  0.36817455],[-0.13272265  0.16447227  0.41419636]
train00None (15).jpg.Extracted.png,[ 0.04195997 -0.10157598 -0.28341078],[0.09343688 0.1000935  0.12301897],[-0.13539685  0.00163914  0.17718768],[ 0.25496431  0.25334792 -0.13809754],[-0.35885207  0.15376239  0.27619507],[ 0.3834776   0.15271731 -0.59157999],[-0.55187806  0.10784165  0.16982265],[-0.17567072  0.46494495  0.3825675 ],[-0.30688032  0.38988742  0.34897621]
train00None (150).jpg.Extracted.png,[ 0.01146311 -0.03128958 -0.1989926 ],[0.07357223 0.08624644 0.10822404],[-0.08503534 -0.057352    0.09687046],[0.04371063 0.27851956 0.19352447],[-0.23632741 -0.04089619  0.15320687],[-0.07684327  0.28833465  0.0806352 ],[-0.31253737 -0.00313965  0.02822232],[-0.1104405   0.24333783  0.77409789],[-0.19735315  0.16951196  0.75797085]
train00None (151).jpg.Extracted.png,[ 0.02531397 -0.05993943 -0.17040286],[0.06419633 0.06284694 0.09344673],[-0.0895103  -0.00311604  0.08262175],[0.02404604 0.17631429 0.16992382],[-0.19594866  0.11475676  0.16385511],[-0.04179558  0.25666254  0.11530545],[-0.26424715  0.24397078  0.10923674],[-0.09679734  0.28630547  0.29736668],[-0.18000988  0.24745237  0.29736668]
train00None (152).jpg.Extracted.png,[ 0.04297387 -0.06363844 -0.15824072],[0.04695918 0.07635347 0.06713243],[-0.08993304 -0.01352322  0.09767533],[-0.04082451  0.23040908 -0.05375671],[-0.2138618   0.10275862 -0.01075134],[-0.10571349  0.18254016 -0.2795349 ],[-0.16081594  0.14857095 -0.22040252],[-0.08387108  0.22537398  0.40317534],[-0.16812039  0.17658314  0.41392668]
train00None (153).jpg.Extracted.png,[ 0.04617136 -0.03012653 -0.1578705 ],[0.00560248 0.06715044 0.130917  ],[-0.05177383 -0.03863715  0.02875299],[-0.04525736  0.14198212  0.11546035],[-0.13404167 -0.08895412 -0.2061792 ],[-0.09313054  0.14845901 -0.09484243],[-0.18520181 -0.0772375  -0.58967251],[-0.16339386  0.21390712  0.17731411],[-0.22493643  0.16069718  0.06597734]
train00None (154).jpg.Extracted.png,[ 0.02797279 -0.03358683 -0.12720855],[0.02495964 0.06436289 0.11771538],[-0.05293243 -0.03203317  0.01008557],[-0.006727    0.14225659 -0.11117425],[-0.08162178 -0.05963733 -0.38405651],[-0.04531751  0.11285886 -0.37799246],[-0.01133536 -0.05183304 -0.63874662],[-0.11903925  0.23965451  0.22841256],[-0.20104406  0.17718434  0.17990016]
train00None (155).jpg.Extracted.png,[ 0.01200198 -0.07142456 -0.20048033],[0.09796963 0.05480554 0.11207955],[-0.10997161  0.0181402   0.09568434],[ 0.10042414  0.2296301  -0.0071372 ],[-0.20702005  0.12733274 -0.02319591],[ 0.0701569   0.31611357 -0.30154687],[-0.27354882  0.17826452 -0.29619396],[-0.01409842  0.26906625  0.42644794],[-0.12933084  0.23668917  0.38362471]
train00None (156).jpg.Extracted.png,[ 0.00850541 -0.06563056 -0.15440244],[ 0.05128234  0.05896963 -0.03250578],[-0.05978774  0.00697302  0.19495121],[ 0.03111721  0.20986035 -0.13414417],[-0.13307934  0.11343283  0.20846729],[-0.06688309  0.21264756 -0.32448387],[-0.18499113  0.14508757 -0.04169346],[-0.10785509  0.25757142  0.17583763],[-0.17698786  0.21427011  0.30635628]
train00None (157).jpg.Extracted.png,[ 0.02593153 -0.07207053 -0.23401396],[0.07471755 0.06892669 0.11062478],[-0.10064908  0.00329133  0.12903718],[ 0.07113405  0.27737291 -0.0722528 ],[-0.24436315  0.1597729  -0.07972723],[-0.08681992  0.22274619 -0.37870433],[-0.200386    0.15022349 -0.41607646],[-0.03594841  0.27712354  0.80972965],[-0.14382299  0.22496118  0.80972965]
train00None (158).jpg.Extracted.png,[ 0.03125489 -0.07442798 -0.17005653],[0.06175577 0.08927709 0.09168265],[-0.09301065 -0.01596494  0.08500526],[0.05651085 0.25470695 0.10752003],[-0.23790606  0.04154649  0.02812062],[-0.04764107  0.33086192 -0.0760911 ],[-0.22194861  0.09182673 -0.19519021],[-0.13008107  0.30413013  0.3258684 ],[-0.22847851  0.22711811  0.31594347]
train00None (159).jpg.Extracted.png,[-0.01146935 -0.03581145 -0.11743383],[0.04930571 0.05356527 0.01806674],[-0.03783636 -0.01826724  0.10289534],[0.01670866 0.17210152 0.07180315],[-0.12398593 -0.00685965  0.21293348],[-0.06258391  0.21447678  0.03094963],[-0.11334393  0.0058925   0.20921952],[-0.04518033  0.16533994  0.48033831],[-0.09561064  0.12305598  0.52490578]
