path,index0,index1,index2,index3,index4,index5,index6,index7,index8
train00None (108).jpg.Extracted.png,[ 0.04588525 -0.05446475],[0.05081914 0.08656249],[-0.09670439 -0.03449658],[-0.00199269  0.22713647],[-0.22281897  0.04951533],[-0.08233433  0.29289523],[-0.28314313  0.12451293],[-0.15162559  0.28519621],[-0.25243759  0.19724612]
train00None (109).jpg.Extracted.png,[ 0.03725322 -0.0580446 ],[0.04902866 0.06670371],[-0.08628187 -0.00933454],[0.14677172 0.1484472 ],[-0.21977093 -0.05570314],[0.07207126 0.13885832],[-0.1654855 -0.00946  ],[-0.11692247  0.30573575],[-0.20855813  0.25469817]
train00None (11).jpg.Extracted.png,[ 0.04813624 -0.14484237],[0.14050577 0.13183257],[-0.18864201  0.01557274],[0.16218459 0.48089017],[-0.3985107   0.31252713],[-0.05560614  0.585924  ],[-0.50148504  0.55966554],[-0.11996511  0.65337219],[-0.32179482  0.59828092]
train00None (110).jpg.Extracted.png,[ 0.1057737  -0.13930158],[0.10791041 0.1118409 ],[-0.21368412  0.03426998],[2.02916953e-04 4.15776836e-01],[-0.42076048  0.35285635],[-0.12303261  0.58688453],[-0.34520232  0.57271281],[-0.13036197  0.73559019],[-0.35635464  0.68608657]
train00None (111).jpg.Extracted.png,[ 0.00268797 -0.06031903],[0.11849548 0.1239823 ],[-0.12118345 -0.07040236],[0.03377924 0.42705998],[-0.34295648  0.06641901],[-0.1958074   0.43996488],[-0.49594498  0.18131624],[-0.20592767  0.43381375],[-0.34632298  0.29997479]
train00None (112).jpg.Extracted.png,[ 0.17776179 -0.11666964],[-0.04153232  0.08745915],[-0.13622947  0.03327791],[-0.25871182  0.41820165],[-0.38214728  0.41597845],[-0.41361027  0.61331086],[-0.46455036  0.6242335 ],[-0.29085144  0.79396933],[-0.42114979  0.75018213]
train00None (113).jpg.Extracted.png,[ 0.04433111 -0.08027288],[0.0908258  0.08702851],[-0.13515691 -0.00765458],[0.13389956 0.29773316],[-0.30064621  0.09251425],[0.21722266 0.40004127],[-0.43203453  0.01476612],[-0.10220766  0.43168295],[-0.25167694  0.37352253]
train00None (114).jpg.Extracted.png,[-0.01457295 -0.0862813 ],[0.09323852 0.10830938],[-0.07866557 -0.02358104],[0.04730362 0.2988019 ],[-0.21908191  0.00958033],[-0.04924001  0.43791706],[-0.35109891  0.00775136],[-0.10081705  0.33627843],[-0.20780325  0.25784162]
train00None (115).jpg.Extracted.png,[ 0.09888995 -0.02040444],[0.0445676  0.06855177],[-0.14345755 -0.05343973],[0.02280338 0.29509957],[-0.18278903  0.16955169],[0.06737598 0.40699645],[0.04260768 0.28222419],[-0.24308097  0.34117171],[-0.34587717  0.27839777]
train00None (116).jpg.Extracted.png,[ 0.05592917 -0.00567114],[0.0916378  0.07114347],[-0.14756698 -0.07339378],[0.17330746 0.33100247],[-0.39271323  0.06023266],[0.15224451 0.38652367],[-0.21561813  0.09566091],[-0.11968007  0.39917992],[-0.28393416  0.32005527]
train00None (117).jpg.Extracted.png,[ 0.07541121 -0.08719231],[0.12942857 0.11717081],[-0.20483979 -0.03535304],[0.15140387 0.41530792],[-0.45371987  0.21617174],[0.06048355 0.57156133],[-0.29307475  0.42600743],[-0.13700787  0.61505454],[-0.37288862  0.50897518]
train00None (118).jpg.Extracted.png,[ 0.0627094  -0.07574193],[0.07838961 0.10733395],[-0.14109901 -0.03576861],[0.07999754 0.3530528 ],[-0.41905581  0.00372835],[-0.03235863  0.52808687],[-0.31554456  0.0911958 ],[-0.15713932  0.46844321],[-0.32230715  0.37435198]
train00None (119).jpg.Extracted.png,[-0.05250405 -0.05794398],[0.073219   0.05739483],[-0.02071495  0.00055939],[-0.04869027  0.19796713],[-0.10968182  0.09993852],[-0.17329594  0.18790686],[-0.15973486  0.15152392],[-0.06640629  0.31870859],[-0.1294753   0.26285923]
train00None (12).jpg.Extracted.png,[ 0.08737186 -0.07026767],[0.03090796 0.06574075],[-0.11827983  0.00507494],[-0.01829871  0.3126997 ],[-0.2574543   0.25982428],[0.01324692 0.3407278 ],[-0.08318618  0.330961  ],[-0.14077661  0.56008784],[-0.25195346  0.54500731]
train00None (120).jpg.Extracted.png,[ 0.05626931 -0.10469621],[0.09424568 0.10214227],[-0.15051499  0.00291716],[0.09104094 0.4295397 ],[-0.37766254  0.17155997],[0.03849899 0.42559509],[-0.17527808 -0.03549273],[-0.09838893  0.52208378],[-0.30390614  0.42984857]
train00None (121).jpg.Extracted.png,[ 0.01125737 -0.06007238],[0.0481033  0.06606574],[-0.05936067 -0.00632304],[-0.04216658  0.17543293],[-0.1522068   0.04894019],[-0.17648686  0.1307621 ],[-0.22950986  0.05808281],[-0.08562725  0.22188751],[-0.14264447  0.16807406]
train00None (122).jpg.Extracted.png,[ 0.04425518 -0.06240977],[0.06892949 0.08600529],[-0.11318467 -0.02590825],[0.06619431 0.25201758],[-0.25470446  0.04720431],[-0.02860622  0.27295103],[-0.19403745  0.13775027],[-0.09810964  0.34704841],[-0.22246185  0.27508437]
train00None (123).jpg.Extracted.png,[ 0.03615001 -0.09758022],[0.09291891 0.10215228],[-0.12906891 -0.00515067],[0.07880788 0.31120993],[-0.33079147  0.14680559],[-0.03192643  0.30092625],[-0.30256178  0.14818347],[-0.04147076  0.29655737],[-0.18423233  0.24275293]
train00None (124).jpg.Extracted.png,[ 0.05236973 -0.1082249 ],[0.09857387 0.12668391],[-0.1509436  -0.02120204],[0.03577701 0.44544016],[-0.36934003  0.13601109],[-0.11720532  0.41432623],[-0.44340829  0.20867605],[-0.15055578  0.48587293],[-0.34098885  0.37700705]
train00None (125).jpg.Extracted.png,[-0.05781623 -0.15877636],[0.25472706 0.14934234],[-0.19691083  0.01144685],[0.3440861  0.65275766],[-0.55360719  0.30005957],[0.10657602 0.55783648],[-0.38492149  0.45532098],[-0.03590548  0.84014531],[-0.36256814  0.7125149 ]
train00None (126).jpg.Extracted.png,[ 0.00658253 -0.11391193],[0.0992081  0.11639107],[-0.10579063 -0.00272635],[0.01605222 0.44597878],[-0.25137499  0.09753726],[-0.21903518  0.40017581],[-0.26083686  0.21625781],[-0.06016053  0.45238084],[-0.18528314  0.36670622]
train00None (127).jpg.Extracted.png,[ 0.04091375 -0.04846953],[0.04549544 0.07137801],[-0.08640919 -0.02446344],[-0.00532491  0.20950459],[-0.18733202  0.05735188],[-0.07000945  0.30456729],[-0.25332596  0.14167748],[-0.13966973  0.26947528],[-0.21325821  0.20217193]
train00None (128).jpg.Extracted.png,[ 0.06909181 -0.05765437],[0.04645918 0.12449677],[-0.11555099 -0.07288576],[0.07932276 0.36514316],[-0.31860317  0.02936334],[-0.00924438  0.37748889],[-0.38510308  0.16403312],[-0.23945932  0.30925938],[-0.33739014  0.18246224]
train00None (129).jpg.Extracted.png,[ 0.09963488 -0.00156045],[0.0626817  0.10418807],[-0.16231658 -0.1162635 ],[-0.04675645  0.34994865],[-0.50728709  0.09012139],[-0.11195718  0.50942421],[-0.4584214   0.41980458],[-0.31600562  0.39719757],[-0.48292393  0.26763239]
train00None (13).jpg.Extracted.png,[-0.02409872 -0.09227484],[0.11591183 0.08401698],[-0.09181311  0.008995  ],[0.14168499 0.30687178],[-0.20321346  0.11535143],[0.02061223 0.24908048],[-0.21482951  0.17817056],[-0.05376517  0.42037388],[-0.18992146  0.36125339]
train00None (130).jpg.Extracted.png,[ 0.04615753 -0.05589131],[0.05978029 0.09026852],[-0.10593782 -0.03728754],[-0.05347158  0.25090025],[-0.24777343  0.07037096],[-0.22817949  0.2088916 ],[-0.35127108  0.19882959],[-0.12164335  0.26839281],[-0.22926804  0.20119601]
train00None (131).jpg.Extracted.png,[-0.00509237 -0.0718514 ],[0.06569699 0.07360786],[-0.06060462 -0.00185208],[0.0185102  0.24458465],[-0.1481678   0.07570785],[-0.11548753  0.29463979],[-0.1834349   0.03259404],[-0.07690067  0.25687209],[-0.14885762  0.20530797]
train00None (132).jpg.Extracted.png,[ 0.03143451 -0.0708772 ],[0.08169499 0.08059893],[-0.1131295  -0.01070081],[0.0628643  0.25918324],[-0.19019626  0.12179504],[0.00261667 0.22292179],[-0.17822883  0.18868697],[-0.12584405  0.36197747],[-0.24304281  0.28397751]
train00None (133).jpg.Extracted.png,[ 0.05113305 -0.05498405],[0.05369927 0.07361845],[-0.10483232 -0.02034296],[-0.00101229  0.21229586],[-0.22933426  0.10538222],[-0.05520886  0.27686009],[-0.21649706  0.19760094],[-0.1095278   0.28519203],[-0.19748599  0.22346445]
train00None (134).jpg.Extracted.png,[-0.01327744 -0.05517537],[0.11280485 0.11103064],[-0.09952741 -0.0607752 ],[0.0393076  0.36017914],[-0.24323838  0.04222455],[-0.12268704  0.31476019],[-0.26921711  0.11085131],[-0.10704723  0.3238615 ],[-0.21263781  0.24147872]
train00None (135).jpg.Extracted.png,[ 0.05269267 -0.08248803],[0.0659023  0.09320282],[-0.11859497 -0.01180463],[-0.00573236  0.30505186],[-0.25503839  0.15329587],[-0.14689519  0.30057689],[-0.11843319  0.25769787],[-0.11978705  0.37347847],[-0.24361845  0.31187281]
train00None (136).jpg.Extracted.png,[0.05283665 0.02165059],[0.05973889 0.04119886],[-0.11257554 -0.06956806],[0.05623785 0.20292628],[-0.27797775  0.01828453],[0.01118482 0.34914098],[-0.30280213  0.17417059],[-0.09173026  0.20052689],[-0.2104628   0.14997374]
train00None (137).jpg.Extracted.png,[ 0.0216944  -0.07501342],[0.05859724 0.11701556],[-0.08029164 -0.04497041],[-0.04138723  0.29894923],[-0.23097629  0.0231163 ],[-0.15596625  0.24298655],[-0.29985344  0.10175301],[-0.16808462  0.29258046],[-0.26954278  0.20462646]
train00None (138).jpg.Extracted.png,[ 0.05334133 -0.06727586],[0.05272938 0.09863811],[-0.10607071 -0.03412141],[0.01779913 0.28060757],[-0.28198383  0.05718563],[0.03571885 0.4283921 ],[-0.42832116  0.08323521],[-0.15626908  0.31578727],[-0.25972251  0.22935971]
train00None (139).jpg.Extracted.png,[ 0.02930081 -0.04378223],[0.10939119 0.08664709],[-0.138692   -0.04806613],[0.10301069 0.26492932],[-0.34545669  0.08639582],[0.05935477 0.38124084],[-0.33038713  0.18902298],[-0.1105101   0.35448651],[-0.25659209  0.27796577]
train00None (14).jpg.Extracted.png,[-0.02163947 -0.07949229],[0.10655756 0.04767861],[-0.08491809  0.03469147],[0.12736382 0.26384657],[-0.15194356  0.24645452],[0.12098201 0.44292913],[-0.2011684   0.43027443],[0.00511851 0.45328595],[-0.1271569   0.41881767]
train00None (140).jpg.Extracted.png,[ 0.05228717 -0.08411414],[0.06441173 0.10482693],[-0.1166989  -0.02283303],[-0.00974422  0.28371227],[-0.2592811   0.11410628],[-0.11707191  0.39810099],[-0.31238006  0.26944899],[-0.14785801  0.3427425 ],[-0.27001387  0.25956354]
train00None (141).jpg.Extracted.png,[ 0.00419307 -0.07029598],[0.09655537 0.0810129 ],[-0.10074843 -0.01173867],[0.08754465 0.25246592],[-0.19967687  0.07820783],[0.0427914  0.24163965],[-0.16135124  0.12481966],[-0.05051745  0.30712389],[-0.16032901  0.25882384]
train00None (142).jpg.Extracted.png,[ 0.01082092 -0.00804338],[0.05673926 0.06908312],[-0.06756018 -0.06424835],[0.01693266 0.22579946],[-0.21759561 -0.03063896],[-0.08984771  0.27485014],[-0.21992916  0.08296965],[-0.07493823  0.12470929],[-0.13770288  0.04589713]
train00None (143).jpg.Extracted.png,[ 0.02291933 -0.07255506],[0.05938657 0.07804669],[-0.08230591 -0.00587423],[0.00218679 0.24198341],[-0.18526161  0.10914965],[-0.09326938  0.36444369],[-0.24199872  0.19329515],[-0.12540969  0.27835029],[-0.19915416  0.21574192]
train00None (144).jpg.Extracted.png,[ 0.0881963  -0.08522953],[0.06341029 0.18300863],[-0.15160659 -0.10697337],[-0.16346981  0.44909818],[-0.39735782  0.07755747],[-0.43686495  0.370547  ],[-0.50515585  0.31183621],[-0.27080475  0.37079301],[-0.4073142   0.20453021]
train00None (145).jpg.Extracted.png,[ 0.00786143 -0.05999631],[0.06268296 0.09636864],[-0.07054439 -0.03824572],[0.05575898 0.24872764],[-0.13938136  0.00548109],[0.16705155 0.32434304],[-0.19430315 -0.02004247],[-0.1465726   0.23189798],[-0.20439236  0.15723783]
train00None (146).jpg.Extracted.png,[ 0.087396   -0.10189718],[0.08631258 0.1317885 ],[-0.17370857 -0.0344901 ],[0.03661697 0.3634464 ],[-0.44563772  0.13455752],[-0.05374426  0.5201841 ],[-0.38821864  0.0992858 ],[-0.1904345   0.53455527],[-0.38936702  0.43215244]
train00None (147).jpg.Extracted.png,[ 0.09264081 -0.05441706],[0.07456455 0.10572727],[-0.16720537 -0.05866685],[0.01744003 0.28427589],[-0.36103961  0.03056749],[-0.02349487  0.38366334],[-0.33192977  0.16757779],[-0.23054991  0.37515033],[-0.36013397  0.25948725]
train00None (148).jpg.Extracted.png,[ 0.04823701 -0.05612416],[0.02510777 0.05333184],[-0.07334478  0.0029676 ],[0.00585507 0.21186663],[-0.05170133  0.06409067],[-0.04954097  0.30780624],[ 0.00725439 -0.01483611],[-0.11047294  0.35607064],[-0.16507111  0.34973686]
train00None (149).jpg.Extracted.png,[ 0.00955319 -0.05925233],[0.05950502 0.07352814],[-0.06905821 -0.01519575],[0.0389224  0.21119533],[-0.15567382  0.06196122],[-0.06990564  0.26425985],[-0.23295831  0.13021748],[-0.08141979  0.24206019],[-0.15819131  0.19398329]
train00None (15).jpg.Extracted.png,[ 0.05296257 -0.11699448],[0.10916079 0.10677662],[-0.16212335  0.01177375],[0.26924118 0.27118938],[-0.37600252  0.18118256],[0.39548452 0.15546633],[-0.58933038  0.13150347],[-0.18429968  0.54237877],[-0.35262413  0.44886519]
train00None (150).jpg.Extracted.png,[ 0.02937451 -0.05743607],[0.11879851 0.14494211],[-0.14817302 -0.09870692],[0.0924168  0.42384971],[-0.41394644 -0.0589801 ],[-0.11583377  0.4501783 ],[-0.52807456  0.01814599],[-0.13749625  0.37771833],[-0.29242467  0.28195034]
train00None (151).jpg.Extracted.png,[ 0.01864603 -0.06492452],[0.07442877 0.07610975],[-0.09307481 -0.01208099],[0.03113463 0.19527301],[-0.20576247  0.12588653],[-0.0297866   0.27772797],[-0.27677439  0.24750792],[-0.09325651  0.3052303 ],[-0.17885831  0.27273464]
train00None (152).jpg.Extracted.png,[ 0.04871025 -0.07256887],[0.05171915 0.09529169],[-0.1004294  -0.02457976],[-0.04952908  0.26010804],[-0.23584391  0.11641891],[-0.09477368  0.21240891],[-0.19059931  0.16411805],[-0.10392341  0.23486136],[-0.19754653  0.17360747]
train00None (153).jpg.Extracted.png,[ 0.04409952 -0.03674896],[0.00430736 0.06975155],[-0.04840687 -0.03435715],[-0.06252666  0.15667366],[-0.13208732 -0.09356355],[-0.11630979  0.21827823],[-0.18882032 -0.08536266],[-0.16638416  0.21597709],[-0.23323975  0.15886464]
train00None (154).jpg.Extracted.png,[ 0.02929531 -0.03861218],[0.02641381 0.06141066],[-0.05570912 -0.02380779],[-0.01062717  0.13647443],[-0.07365675 -0.06620795],[-0.05401196  0.17324576],[-0.0206146  -0.06467988],[-0.12841033  0.24068838],[-0.20703838  0.18103277]
train00None (155).jpg.Extracted.png,[ 0.00160507 -0.0744525 ],[0.12392794 0.06625822],[-0.125533    0.00918517],[0.12740035 0.29456619],[-0.2475135   0.16327096],[0.04752385 0.35242404],[-0.30424058  0.2001467 ],[-0.02559943  0.30383224],[-0.15061259  0.25574301]
train00None (156).jpg.Extracted.png,[ 0.00736246 -0.07485172],[0.05982971 0.07111882],[-0.06719217  0.00395017],[0.04369307 0.22183368],[-0.12891091  0.10658708],[-0.04962518  0.22273372],[-0.18250446  0.13911141],[-0.10796442  0.25227154],[-0.17440406  0.21046039]
train00None (157).jpg.Extracted.png,[ 0.04262456 -0.12362037],[0.13984273 0.12454485],[-0.1824673  -0.00108251],[0.15008306 0.48172551],[-0.41450158  0.2513123 ],[-0.13951818  0.39894876],[-0.46733832  0.3969717 ],[-0.10349874  0.47772197],[-0.29596488  0.39120118]
train00None (158).jpg.Extracted.png,[ 0.03398398 -0.08161405],[0.07188221 0.09674079],[-0.10586619 -0.01655122],[0.06882409 0.27874568],[-0.24437425  0.07299577],[-0.03957298  0.36752597],[-0.24353005  0.03048985],[-0.13367957  0.3296762 ],[-0.24322544  0.24572613]
train00None (159).jpg.Extracted.png,[-0.01328809 -0.03673883],[0.06755705 0.06058185],[-0.05426896 -0.02506298],[0.02264711 0.19759993],[-0.13220446 -0.01586267],[-0.09620951  0.2438966 ],[-0.10765716  0.01368715],[-0.04890652  0.18961915],[-0.10097936  0.147976  ]
train00None (16).jpg.Extracted.png,[-0.00176226 -0.17078663],[0.14806955 0.15574337],[-0.14630729  0.01733702],[0.12009565 0.56337001],[-0.35027936  0.37448078],[-0.09679652  0.7207113 ],[-0.55082045  0.6820046 ],[-0.19487547  0.71315408],[-0.3668228   0.61334384]
train00None (160).jpg.Extracted.png,[-0.01444416 -0.06315069],[0.11985621 0.08750625],[-0.10541204 -0.02674504],[0.07456239 0.29799347],[-0.22492151  0.12564157],[-0.03145777  0.50225898],[-0.34043739  0.21787911],[-0.0810875   0.38067383],[-0.21166131  0.2847179 ]
train00None (161).jpg.Extracted.png,[ 0.01832953 -0.10184509],[0.10096733 0.18541227],[-0.11929687 -0.09194371],[-0.03751939  0.5636662 ],[-0.47803265 -0.09384375],[-0.171086    0.41379993],[-0.32158615  0.06390068],[-0.24712087  0.45536405],[-0.39864729  0.30081918]
train00None (162).jpg.Extracted.png,[ 0.01125093 -0.05389259],[0.09311545 0.06675967],[-0.10436638 -0.01415034],[0.03993318 0.25137249],[-0.23539922  0.12558297],[-0.0548737   0.23815323],[-0.17591255  0.09005621],[-0.03318585  0.24848078],[-0.15236574  0.19704959]
train00None (163).jpg.Extracted.png,[ 0.08762712 -0.00669316],[0.01263639 0.01665657],[-0.10026352 -0.01086017],[0.00495033 0.23351755],[-0.11922512  0.2469848 ],[0.03296891 0.42739131],[-0.01044711  0.43886668],[-0.23084114  0.24939092],[-0.33904627  0.23541248]
train00None (164).jpg.Extracted.png,[ 0.05620512 -0.07777495],[0.0655785  0.12530492],[-0.12178362 -0.0518639 ],[0.03379728 0.32995949],[-0.30973811  0.02492906],[-0.12642919  0.36044543],[-0.33906138  0.10650418],[-0.17575726  0.33867953],[-0.2953244   0.23921977]
train00None (165).jpg.Extracted.png,[ 0.01652286 -0.11206764],[0.13746846 0.12943707],[-0.15399132 -0.01990449],[0.07480932 0.43720562],[-0.37222863  0.18018248],[-0.16633871  0.53153449],[-0.42342585  0.40380388],[-0.14294853  0.52908921],[-0.34229636  0.43170054]
train00None (166).jpg.Extracted.png,[ 0.08471273 -0.10544205],[0.10380982 0.12037696],[-0.18852255 -0.01736608],[0.15664887 0.38953256],[-0.47950598  0.14881883],[0.20252427 0.3334733 ],[-0.22731139  0.31627604],[-0.1509805   0.51404463],[-0.34706779  0.41845087]
train00None (167).jpg.Extracted.png,[ 0.10629909 -0.05934765],[0.12251485 0.13080521],[-0.22881394 -0.08588218],[0.04355965 0.56758449],[-0.59026048  0.21946976],[0.03632186 0.47855605],[-0.4064762   0.34694669],[-0.29438109  0.73069455],[-0.56691589  0.57216399]
train00None (168).jpg.Extracted.png,[-0.09970276 -0.12914709],[0.27011282 0.09270817],[-0.17041006  0.04207336],[0.28398893 0.49945873],[-0.4083382  0.3315853],[-0.01074221  0.62403779],[-0.34057225  0.38276879],[-0.01233153  0.6411564 ],[-0.24563481  0.55043159]
train00None (169).jpg.Extracted.png,[-0.02315544 -0.0900029 ],[0.07539473 0.09790462],[-0.05223929 -0.00825354],[-0.08978999  0.24928054],[-0.19292954  0.15805263],[-0.28066917  0.12029397],[-0.32723286  0.20237069],[-0.10206555  0.29739754],[-0.17879002  0.22315837]
train00None (17).jpg.Extracted.png,[ 0.00856497 -0.12417845],[0.13762169 0.11743907],[-0.14618666  0.00779482],[0.08270743 0.44941084],[-0.25830708  0.23434821],[-0.02465845  0.69412033],[-0.22244913 -0.00934027],[-0.12121872  0.56854659],[-0.29587616  0.48342532]
train00None (170).jpg.Extracted.png,[ 0.01544489 -0.07645222],[0.05467009 0.10603401],[-0.07011499 -0.03141985],[-0.03241403  0.3041202 ],[-0.14754279 -0.10774249],[-0.17112564  0.22449873],[-0.1703432  -0.17845975],[-0.12970308  0.28285338],[-0.19713407  0.20956971]
train00None (171).jpg.Extracted.png,[ 0.05367197 -0.08489464],[0.07565502 0.12033568],[-0.12932699 -0.0392376 ],[0.07673203 0.33271675],[-0.36293948  0.01728448],[-0.03921329  0.44020812],[-0.41292889  0.18457486],[-0.14949126  0.37627627],[-0.297266    0.27927232]
train00None (172).jpg.Extracted.png,[ 0.06528343 -0.08015207],[0.05569129 0.10473003],[-0.12097472 -0.0270008 ],[-0.01592339  0.27474867],[-0.25837183  0.08988524],[-0.13122833  0.33108575],[-0.31097634  0.19211495],[-0.160167    0.30990454],[-0.25921503  0.22259387]
train00None (173).jpg.Extracted.png,[ 0.04290574 -0.05303135],[0.03763862 0.0564458 ],[-0.08054435 -0.00365995],[0.01640899 0.14334388],[-0.15413629  0.08748859],[-0.05334457  0.18006744],[-0.15379594  0.16989063],[-0.07287244  0.22187941],[-0.15228951  0.17560393]
train00None (174).jpg.Extracted.png,[ 0.03994306 -0.07668375],[0.07785185 0.08626613],[-0.11779491 -0.01062685],[0.04004274 0.24724225],[-0.27516337  0.13465207],[-0.03457559  0.26548265],[-0.16454468  0.21245128],[-0.07415445  0.2733686 ],[-0.18803686  0.22320335]
train00None (175).jpg.Extracted.png,[ 0.02341831 -0.08967306],[0.08013723 0.09628751],[-0.10355554 -0.00723795],[0.04138291 0.2417046 ],[-0.24455113  0.08152858],[-0.00326184  0.3345501 ],[-0.21091183  0.10037282],[-0.11383546  0.36099952],[-0.22282575  0.29257885]
train00None (176).jpg.Extracted.png,[ 0.02398686 -0.05976567],[0.08572917 0.09053078],[-0.10971603 -0.03349535],[0.05548879 0.28007143],[-0.25320129  0.05299837],[-0.0410566   0.30920518],[-0.25656124  0.12564133],[-0.10716397  0.28561464],[-0.2140444   0.21533923]
train00None (177).jpg.Extracted.png,[ 0.06227431 -0.0261585 ],[0.03959141 0.05601213],[-0.10186573 -0.0325968 ],[-0.01035145  0.17026974],[-0.23279898  0.03797339],[-0.01230506  0.20879259],[-0.31049587  0.04690711],[-0.1430955   0.30000198],[-0.2475732   0.22775893]
train00None (178).jpg.Extracted.png,[ 0.01104087 -0.09041936],[0.09131937 0.10152329],[-0.10236024 -0.01206878],[0.02786014 0.34474489],[-0.22310716  0.14269766],[-0.01830971  0.22829365],[-0.16456131  0.20186514],[-0.10034548  0.33048517],[-0.2056828   0.27257978]
train00None (179).jpg.Extracted.png,[0.0595803  0.00691523],[0.04154946 0.06006522],[-0.10112976 -0.07297141],[-0.01171207  0.20771833],[-0.27688787  0.00370468],[-0.09064037  0.30666122],[-0.17794498  0.08263298],[-0.14337963  0.29784222],[-0.25172402  0.23516558]
train00None (18).jpg.Extracted.png,[ 0.0486779  -0.18528946],[0.12937401 0.16463028],[-0.17805191  0.02475594],[0.04932906 0.57277587],[-0.44680826  0.25064126],[-0.30797982  0.61524027],[-0.47058674  0.54620766],[-0.14387276  0.72693466],[-0.35370767  0.65101984]
train00None (180).jpg.Extracted.png,[ 0.04258155 -0.03051393],[0.05347848 0.07234244],[-0.09606003 -0.04490594],[0.07914357 0.26756561],[-0.28973703  0.05128896],[-0.03317294  0.29593942],[-0.21105654  0.05530929],[-0.07851211  0.14011499],[-0.15144627  0.07370596]
train00None (181).jpg.Extracted.png,[ 0.03084422 -0.05848295],[0.07634029 0.09345695],[-0.10718451 -0.03821456],[0.06503681 0.33287046],[-0.27964016  0.03899283],[-0.06913948  0.26175974],[-0.30716082  0.10427343],[-0.10358733  0.23996471],[-0.19759014  0.15981627]
train00None (182).jpg.Extracted.png,[-0.02469656 -0.07345207],[0.09467286 0.08692024],[-0.0699763  -0.01427221],[-0.05217615  0.2662871 ],[-0.19844062  0.12369208],[-0.28329939  0.1914407 ],[-0.30029421  0.2281667 ],[-0.07254687  0.28718202],[-0.14963687  0.21672849]
train00None (183).jpg.Extracted.png,[ 0.03472106 -0.08983667],[0.07903259 0.09664472],[-0.11375365 -0.00753789],[-0.03593501  0.34941201],[-0.27119084  0.19155465],[-0.03642862  0.17240248],[-0.34493659  0.32522499],[-0.11708494  0.36145616],[-0.24651021  0.28988231]
train00None (184).jpg.Extracted.png,[ 0.00118875 -0.0990836 ],[0.10811396 0.083171  ],[-0.10930271  0.01747501],[0.16666801 0.17274268],[-0.30246402  0.09671867],[0.19978402 0.00335467],[-0.46729604  0.11929468],[-0.05032     0.30792669],[-0.18414401  0.22795868]
