path,index0,index1,index2,index3,index4,index5,index6,index7,index8,index9
val00None (27).jpg.Extracted.png,[-0.375  -0.8125],[0.975  0.0125],[-0.6  0.8],[1.78125 1.25   ],[-0.01875  2.15   ],[2.4 2.3],[0.58125 3.35   ],[1.7625  2.24375],[0.88125 2.73125],[0. 0.]
val00None (28).jpg.Extracted.png,[ 0.25031368 -0.6825596 ],[0.69636136 0.71769134],[-0.94667503 -0.03513174],[0.61166876 2.00878294],[-1.81430364  0.92471769],[0.15621079 3.08531995],[-1.88770389  1.64366374],[-0.65495609  2.68444166],[-1.54328733  2.19322459],[0. 0.]
val00None (29).jpg.Extracted.png,[ 0.2466121  -0.60096605],[0.63263116 0.77445324],[-0.87924326 -0.17348719],[-0.02267543  2.15591037],[-2.07151483  0.79940963],[-1.13323494  1.8214142 ],[-1.96041862  0.15980142],[-0.57654636  2.43163827],[-1.40936536  1.99812156],[0. 0.]
val00None (3).jpg.Extracted.png,[-0.43172414 -0.78068966],[ 0.89103448 -0.10758621],[-0.45931034  0.88827586],[2.11862069 0.62344828],[0.07586207 1.91034483],[2.3862069  1.63448276],[0.25103448 2.41241379],[2.08551724 2.4262069 ],[1.15862069 2.90344828],[0. 0.]
val00None (30).jpg.Extracted.png,[ 0.2330514  -0.77774886],[0.74990241 0.66154847],[-0.98295381  0.11620039],[0.44931685 2.2308393 ],[-1.34677944  1.36890046],[0.10657124 1.58906962],[-1.72114509  2.06883539],[-0.39739753  2.82537411],[-1.30149642  2.41040989],[0. 0.]
val00None (31).jpg.Extracted.png,[ 0.10205982 -0.56627487],[ 0.65960666 -0.0816944 ],[-0.76166647  0.64796928],[1.20912371 0.47480507],[-0.52112184  2.14569999],[1.10822763 0.85674386],[0.31991156 1.52600954],[0.53252648 1.44780635],[-0.08786221  1.91737461],[0. 0.]
val00None (32).jpg.Extracted.png,[ 0.0935305  -0.46358595],[0.87652495 0.2207024 ],[-0.97005545  0.24288355],[1.37560074 1.26876155],[-1.0831793   1.32532348],[1.40942699 2.20979667],[-0.67504621  2.30240296],[0.63530499 2.26414048],[-0.30573013  2.29796673],[0. 0.]
val00None (33).jpg.Extracted.png,[ 0.03301887 -0.50943396],[ 0.81603774 -0.01886792],[-0.8490566   0.52830189],[1.5 1. ],[-0.83490566  1.95283019],[2.10377358 1.61320755],[0.29245283 1.77358491],[1.1745283  1.98584906],[0.24528302 2.35849057],[0. 0.]
val00None (34).jpg.Extracted.png,[ 0.18129365 -0.75493471],[0.70604312 0.70816884],[-0.88733677  0.04676587],[0.4946857  2.03552991],[-1.67810507  1.13361676],[-0.11661099  2.00819921],[-2.05891285  2.05101731],[-0.61858488  2.53568175],[-1.51594291  2.10658974],[0. 0.]
val00None (35).jpg.Extracted.png,[ 0.27941176 -0.36764706],[0.70882353 0.21470588],[-0.98823529  0.15294118],[1.17352941 1.25588235],[-1.44411765  1.22647059],[1.65294118 1.98823529],[-1.42941176  1.91764706],[0.37352941 1.85588235],[-0.50882353  1.88529412],[0. 0.]
val00None (36).jpg.Extracted.png,[ 0.26751592 -0.49044586],[ 0.57324841 -0.05095541],[-0.84076433  0.54140127],[1.30652866 0.79219745],[-0.56369427  1.78343949],[2.07802548 1.31528662],[-0.12181529  2.53582803],[0.91242038 1.7022293 ],[0.21735669 2.03901274],[0. 0.]
val00None (37).jpg.Extracted.png,[ 0.45786379 -0.37212151],[ 0.36526213 -0.19573738],[-0.82312592  0.56785889],[1.2611465  0.31210191],[-0.64821166  2.23468888],[ 1.13547281 -0.09137678],[1.16413523 2.21117099],[0.099951   1.95247428],[-0.60926017  2.51763841],[0. 0.]
val00None (38).jpg.Extracted.png,[-0.02575517 -0.77806041],[0.69443561 0.71955485],[-0.66868045  0.05850556],[0.0481717  2.04785374],[-1.84244833  1.08060413],[-1.15659777  1.20747218],[-1.90779014  0.84737679],[-0.52511924  2.91399046],[-1.43036566  2.52957075],[0. 0.]
val00None (39).jpg.Extracted.png,[ 0.23105557 -0.55756448],[ 0.51342728 -0.11007711],[-0.74448285  0.66764158],[1.56274927 0.59944164],[-0.06168572  2.25817602],[2.75644775 1.10555703],[1.12802446 2.17322521],[1.04626429 2.05636799],[0.40215368 2.59917575],[0. 0.]
val00None (4).jpg.Extracted.png,[ 0.33416783 -0.79851793],[0.58982576 0.80753054],[-0.92399359 -0.00901262],[0.21970759 2.28620068],[-1.81263769  0.89675546],[-0.82124975  1.75746044],[-1.54045664  1.39214901],[-0.97115962  2.94322051],[-1.9075706   2.39615462],[0. 0.]
val00None (40).jpg.Extracted.png,[ 0.12746201 -0.78306134],[0.70230726 0.71187394],[-0.82976927  0.07118739],[0.08525605 1.92656162],[-1.81823298  1.13055712],[-0.8002251   1.17445132],[-1.71356218  1.01069218],[-0.47692741  2.61873945],[-1.32020259  2.15700619],[0. 0.]
val00None (41).jpg.Extracted.png,[-0.12117715 -0.68263128],[ 0.78765147 -0.06289671],[-0.66647432  0.74552799],[1.42642816 0.8355453 ],[-0.59030583  1.9746105 ],[0.79803808 1.19561454],[0.3237161  1.72360069],[1.42296595 2.41604155],[0.5678015  2.79861512],[0. 0.]
val00None (42).jpg.Extracted.png,[ 0.02931904 -0.63020177],[ 0.51544767 -0.20838588],[-0.54476671  0.83858764],[1.31651955 0.55674653],[-0.18348045  2.05674653],[1.88303909 1.36349306],[0.78972257 2.42843632],[1.47068096 1.63020177],[0.86538462 2.17307692],[0. 0.]
val00None (43).jpg.Extracted.png,[-1.12237762 -0.84265734],[0.1993007  0.45804196],[0.92307692 0.38461538],[0.18881119 2.96503497],[1.5        2.68181818],[-0.34615385  4.82167832],[1.22727273 4.31818182],[1.73076923 4.25524476],[2.45454545 4.18181818],[0. 0.]
val00None (44).jpg.Extracted.png,[-0.05065398 -0.67681332],[0.82829964 0.56028537],[-0.77764566  0.11652794],[0.35029727 1.96218787],[-1.19785969  1.48775268],[-0.52651605  2.61284185],[-0.7783591   2.48727705],[-0.09845422  2.16337693],[-0.95600476  1.80380499],[0. 0.]
val00None (45).jpg.Extracted.png,[-0.29307344 -0.45631744],[0.95788375 0.28715628],[-0.6648103   0.16916116],[1.17037939 1.83832231],[-0.78646015  1.27131918],[0.11782109 1.92394709],[-0.65384615  1.73076923],[0.44726766 2.13226592],[-0.40845806  1.96675948],[0. 0.]
val00None (46).jpg.Extracted.png,[ 0.0832834  -0.67765129],[0.73037747 0.68304374],[-0.81366087 -0.00539245],[0.62073098 2.06081486],[-1.46434991  0.84301977],[0.15608149 1.8379269 ],[-1.56680647  0.80257639],[-0.39304973  2.52905932],[-1.23337328  2.15787897],[0. 0.]
val00None (47).jpg.Extracted.png,[-0.11577499 -0.67940663],[ 0.81120571 -0.03918653],[-0.69543072  0.71859315],[1.78358181 0.66126334],[-0.52143362  2.25411756],[2.05283117 1.20277354],[0.11967877 1.70424211],[1.62073837 2.3395546 ],[0.6173551  2.78469718],[0. 0.]
val00None (48).jpg.Extracted.png,[-0.19608826 -0.57021063],[0.92778335 0.37311936],[-0.73169509  0.19709127],[0.96238716 1.444333  ],[-0.98595787  1.26078235],[0.63139418 2.15446339],[-1.12136409  1.96038114],[0.35155466 2.1003009 ],[-0.55265797  2.0220662 ],[0. 0.]
val00None (49).jpg.Extracted.png,[ 0.27786885 -0.75655738],[0.61721311 0.31065574],[-0.89508197  0.44590164],[0.69344262 1.57213115],[-1.01311475  2.1942623 ],[0.77459016 1.7295082 ],[0.45983607 1.89180328],[0.2704918  2.77459016],[-0.28278689  2.86065574],[0. 0.]
val00None (5).jpg.Extracted.png,[-0.03370787 -0.85393258],[0.74022472 0.67235955],[-0.70651685  0.18157303],[0.85617978 2.48988764],[-2.33662921  0.16539326],[-0.49617978  2.99011236],[-3.32089888 -1.1694382 ],[-1.63955056  4.1847191 ],[-2.09123596  3.94202247],[0. 0.]
val00None (50).jpg.Extracted.png,[ 0.07581967 -0.91598361],[0.18032787 0.98360656],[-0.25614754 -0.06762295],[-1.82991803  2.49590164],[-1.46106557  1.30327869],[-3.45901639  2.57581967],[-2.56762295  2.25614754],[-1.04303279  3.27663934],[-1.36885246  2.31762295],[0. 0.]
val00None (51).jpg.Extracted.png,[-0.98842225 -0.31940976],[ 0.97775255 -0.20976163],[0.01066969 0.5291714 ],[2.47673099 1.49489217],[0.62224745 2.00976163],[0.52009081 1.47514188],[-0.11123723  1.95119183],[3.38796822 1.94370034],[2.60749149 2.29920545],[0. 0.]
val00None (52).jpg.Extracted.png,[ 0.31730769 -0.58653846],[0.50769231 0.86153846],[-0.825 -0.275],[-0.15576923  2.30384615],[-2.1    0.175],[-1.13076923  1.85384615],[-1.33846154  1.09230769],[-0.73846154  1.91730769],[-1.48269231  1.43846154],[0. 0.]
val00None (53).jpg.Extracted.png,[-0.33513514 -0.38918919],[0.94594595 0.32432432],[-0.61081081  0.06486486],[0.5972973  1.81621622],[-1.25945946  0.95675676],[-0.32702703  2.86216216],[-2.02972973  1.67837838],[0.56486486 1.71081081],[-0.1  1.5],[0. 0.]
val00None (54).jpg.Extracted.png,[-0.19126074 -0.76146132],[ 0.70702006 -0.09527221],[-0.51575931  0.85673352],[1.63968481 0.74713467],[0.12464183 2.4512894 ],[2.16833811 0.64398281],[1.40114613 2.05587393],[1.86532951 2.18481375],[1.13037249 2.73065903],[0. 0.]
val00None (55).jpg.Extracted.png,[ 0.24798512 -0.50588965],[0.61252325 0.79045257],[-0.86050837 -0.28456293],[-0.3415995   2.61686299],[-1.86577805  1.04618723],[-2.08710477  2.93769374],[-2.66274024  1.83199008],[-0.31556107  2.92374458],[-1.21760694  2.36391816],[0. 0.]
val00None (56).jpg.Extracted.png,[ 0.28802079 -0.4545792 ],[0.6050849 0.0047323],[-0.89310569  0.4498469 ],[1.5899601  0.89941542],[-0.54041013  2.05910736],[0.94581052 1.43861928],[0.86814512 1.4867774 ],[0.56945347 1.85478333],[-0.12146237  2.19717918],[0. 0.]
val00None (57).jpg.Extracted.png,[-0.32715325 -0.12250645],[0.98310256 0.18305562],[-0.65594931 -0.06054917],[0.8394743 1.7390284],[-1.26073692  0.99131659],[-0.43487444  2.54447313],[-1.35789721  2.04388641],[0.58601267 1.48486271],[-0.21239146  1.13424079],[0. 0.]
val00None (58).jpg.Extracted.png,[ 0.50206717 -0.54901739],[0.34575522 0.93832474],[-0.84782239 -0.38930736],[-0.84714278  1.97813898],[-2.17069717 -0.62360537],[-1.44146797  1.64631591],[-1.09809141 -0.70142153],[-1.42583678  2.0975817 ],[-1.98023447  1.35323101],[0. 0.]
val00None (59).jpg.Extracted.png,[ 0.22546419 -0.67904509],[0.40318302 0.91511936],[-0.62864721 -0.23607427],[-0.59416446  2.17771883],[-1.68169761  0.51193634],[-1.4469496   0.75198939],[-1.90450928  0.4535809 ],[-1.53448276  3.0862069 ],[-2.36870027  2.49867374],[0. 0.]
val00None (6).jpg.Extracted.png,[ 0.38713225 -0.58482266],[0.16359637 0.98652736],[-0.55072862 -0.4017047 ],[0.01017322 2.55210338],[-0.3799835  -1.75694254],[0.09265878 1.8394281 ],[ 0.62469068 -1.55732747],[-2.1748694  2.5908716],[-2.59224636  2.23700852],[0. 0.]
val00None (60).jpg.Extracted.png,[-1.83287671 -0.08767123],[0.97808219 0.20821918],[ 0.85479452 -0.12054795],[0.06575342 4.37534247],[0.27123288 3.92328767],[-0.62465753  7.93424658],[-0.38630137  7.16986301],[7.66027397 1.22739726],[7.34794521 1.19452055],[0. 0.]
val00None (61).jpg.Extracted.png,[ 0.08591224 -0.57829099],[0.86882217 0.28083141],[-0.95473441  0.29745958],[1.27344111 1.65404157],[-1.09468822  1.94919169],[0.89930716 2.62401848],[-0.13025404  2.71547344],[0.62494226 2.53533487],[-0.46836028  2.63648961],[0. 0.]
val00None (62).jpg.Extracted.png,[-0.0926097  -0.62286374],[0.92586605 0.06997691],[-0.83325635  0.55288684],[1.90069284 0.77598152],[-0.57344111  2.04595843],[2.29491917 1.60946882],[1.23903002 2.21362587],[1.86743649 1.92886836],[1.14341801 2.52817552],[0. 0.]
val00None (63).jpg.Extracted.png,[-0.1703854 -0.7505071],[0.96267748 0.14036511],[-0.79229209  0.61014199],[1.46653144 1.24543611],[-0.78377282  1.94766734],[1.37525355 1.9148073 ],[-0.87505071  2.61703854],[1.40081136 2.92738337],[0.46612576 3.18174442],[0. 0.]
val00None (64).jpg.Extracted.png,[-0.14699332 -0.84855234],[0.92873051 0.22494432],[-0.78173719  0.62360802],[1.3830735  1.66592428],[-0.47438753  2.21603563],[1.922049   2.77728285],[0.02227171 3.4922049 ],[1.55233853 3.00668151],[0.57238307 3.34966592],[0. 0.]
val00None (65).jpg.Extracted.png,[-0.25278219 -0.65977742],[ 0.94721781 -0.05977742],[-0.69443561  0.71955485],[1.37503975 1.23799682],[-0.1073132   1.90858506],[1.35119237 2.43990461],[0.72448331 2.70604134],[1.57058824 2.18235294],[0.50604134 2.67551669],[0. 0.]
val00None (66).jpg.Extracted.png,[-0.34 -0.68],[0.8 0.6],[-0.46  0.08],[0.24 1.88],[-0.69  1.07],[-1.  2.],[-1.13  1.79],[0.09 2.03],[-0.49  1.57],[0. 0.]
val00None (67).jpg.Extracted.png,[-0.18197649 -0.57858076],[ 0.90988246 -0.10709621],[-0.72790596  0.68567697],[1.37483674 1.18458859],[-0.18067044  1.94471049],[1.4296909  2.16282107],[0.96865477 2.44101001],[1.06987375 1.49608185],[0.27971267 1.90487593],[0. 0.]
val00None (68).jpg.Extracted.png,[-0.33706966 -0.6857486 ],[ 0.97678143 -0.08286629],[-0.63971177  0.76861489],[2.03002402 1.06405124],[-0.09927942  1.92153723],[2.57045637 2.21697358],[0.60448359 2.62289832],[1.84267414 2.4643715 ],[0.99719776 2.86068855],[0. 0.]
val00None (69).jpg.Extracted.png,[ 0.33111869 -0.82151194],[0.42539055 0.90500988],[-0.75650925 -0.08349793],[-0.31908781  2.5275633 ],[-1.5909499   1.00574609],[-1.72724008  3.39540312],[-2.28694559  1.80193931],[-1.78003232  3.02855091],[-2.22768899  2.45861016],[0. 0.]
val00None (7).jpg.Extracted.png,[ 0.26033386 -0.77623211],[0.73131955 0.68203498],[-0.99165342  0.09419714],[0.79332273 2.02464229],[-1.95985692  1.16732909],[1.43481717 3.05007949],[-2.49642289  2.18322734],[-0.5981717   3.24920509],[-1.49483307  2.98688394],[0. 0.]
val00None (70).jpg.Extracted.png,[-0.40385409 -0.7154852 ],[ 0.87088782 -0.1687543 ],[-0.46703372  0.8842395 ],[1.70584997 0.8074329 ],[0.15691672 1.98761184],[2.32938747 1.70557467],[0.76806607 2.72883689],[1.79876118 1.98430833],[1.04514797 2.43854095],[0. 0.]
val00None (71).jpg.Extracted.png,[ 0.14134463 -0.71492853],[0.694018   0.71995765],[-0.83536263 -0.00502912],[0.16834304 2.22154579],[-1.49761779  1.28851244],[-0.58046585  3.36580201],[-1.95182636  2.4454738 ],[-0.86236104  3.05849656],[-1.75172049  2.68051879],[0. 0.]
val00None (72).jpg.Extracted.png,[ 0.20615385 -0.71076923],[0.72861538 0.68492308],[-0.93476923  0.02584615],[0.39076923 1.96615385],[-1.73230769  1.18153846],[-0.24153846  2.84769231],[-2.41261538  2.32707692],[-0.944  3.192],[-1.952  2.736],[0. 0.]
val00None (73).jpg.Extracted.png,[-0.20519856 -0.55191336],[ 0.96231047 -0.10137184],[-0.75711191  0.6532852 ],[1.65978339 0.94700361],[-0.5500361   2.03783394],[2.09559567 2.01574007],[-0.08043321  3.09400722],[1.63032491 2.41949458],[0.6967509  2.80505415],[0. 0.]
val00None (74).jpg.Extracted.png,[ 0.11174581 -0.57622278],[0.69975009 0.71438772],[-0.81149589 -0.13816494],[0.34684041 2.17475901],[-1.61960014  0.95697965],[-0.32524099  3.15315959],[-2.14976794  1.90806855],[-0.85433774  2.75687255],[-1.71599429  2.220814  ],[0. 0.]
val00None (75).jpg.Extracted.png,[ 0.28858075 -0.70032626],[0.55334421 0.83295269],[-0.84192496 -0.13262643],[0.01353997 2.32610114],[-1.62153344  0.75367047],[0.39380098 1.61696574],[-1.6685155   0.59804241],[-1.30146819  2.75138662],[-2.27585644  2.05497553],[0. 0.]
val00None (76).jpg.Extracted.png,[ 0.39078752 -0.66567608],[0.57206538 0.82020802],[-0.9628529  -0.15453195],[0.13224368 2.32986627],[-1.72511144  1.0564636 ],[0.17533432 1.83060921],[-2.20653789  1.97919762],[-1.18870728  2.94502229],[-2.21248143  2.32392273],[0. 0.]
val00None (77).jpg.Extracted.png,[-0.43783784 -0.82702703],[1. 0.],[-0.56216216  0.82702703],[1.95945946 1.25675676],[-0.12972973  2.42162162],[2.47567568 2.45405405],[0.84864865 3.49189189],[2.15945946 2.85675676],[1.28648649 3.31891892],[0. 0.]
val00None (78).jpg.Extracted.png,[ 0.25182482 -0.68248175],[0.64233577 0.76642336],[-0.89416058 -0.08394161],[0.25547445 2.45255474],[-2.04744526  1.24452555],[0.14963504 1.53649635],[-1.08394161  0.89416058],[-0.98905109  3.40510949],[-1.8649635   2.99635036],[0. 0.]
val00None (79).jpg.Extracted.png,[-0.2699078  -0.79715004],[0.9673093 0.0804694],[-0.69740151  0.71668064],[1.98449288 1.38432523],[0.11735122 2.17267393],[0.94970662 0.35456832],[0.84283319 0.73302598],[2.06999162 3.48155909],[1.16471081 3.86378877],[0. 0.]
val00None (8).jpg.Extracted.png,[-0.06896552 -0.82758621],[0.83663086 0.5477671 ],[-0.76766535  0.27981911],[0.6271905  2.48530243],[-1.39344262  1.67213115],[0.05483324 4.05144149],[-2.17947993  2.54296213],[-0.21141888  3.70887507],[-1.01865461  3.41548898],[0. 0.]
