path,index0,index1,index2,index3,index4,index5,index6,index7,index8,index9
val01Infarct (109).jpg.Extracted.png,[ 0.44827586 -0.28448276],[0.55172414 0.28448276],[-1.  0.],[0.47413793 1.24137931],[-1.46551724  1.03448276],[0.5        1.93965517],[-0.27586207  0.90517241],[-0.19827586  1.62931034],[-0.94827586  1.62931034],[0. 0.]
val01Infarct (11).jpg.Extracted.png,[-0.37636648 -0.82196773],[0.93701197 0.34929724],[-0.5606455   0.47267048],[1.11660593 1.80791255],[-0.87454451  1.94065591],[0.11556481 1.08641333],[-0.3732431   1.34252993],[0.2920354  3.38053097],[-0.51769912  3.23451327],[0. 0.]
val01Infarct (110).jpg.Extracted.png,[ 0.23224044 -0.44535519],[0.75136612 0.26502732],[-0.98360656  0.18032787],[0.84153005 1.2568306 ],[-1.37704918  1.51912568],[0.81420765 1.95628415],[-0.08469945  1.06830601],[0.2568306  2.15846995],[-0.52459016  2.2295082 ],[0. 0.]
val01Infarct (111).jpg.Extracted.png,[ 0.48732704 -0.47505607],[0.46790505 0.17919858],[-0.95523209  0.29585749],[0.61211018 1.26264122],[-0.74032074  1.58570643],[0.87576694 1.43985106],[0.37422249 0.86442686],[0.1734016  2.27639318],[-0.61947277  2.51478864],[0. 0.]
val01Infarct (112).jpg.Extracted.png,[ 0.48863323 -0.28826507],[0.5002301  0.13943856],[-0.98886332  0.14882651],[0.98771284 0.65398067],[-1.02254947  1.33502071],[1.05826047 0.50584445],[0.02268753 0.84864243],[-0.09921767  1.67409112],[-0.88159227  1.85508514],[0. 0.]
val01Infarct (113).jpg.Extracted.png,[-0.00272016 -0.54114247],[0.70010201 0.71404284],[-0.69738184 -0.17290037],[0.34971098 1.97687861],[-1.55015301  0.42893574],[-0.45868752  1.18735124],[-1.18191091  1.12359742],[-0.97279837  2.41142469],[-1.69908194  1.92638558],[0. 0.]
val01Infarct (114).jpg.Extracted.png,[ 0.22101643 -0.3820405 ],[0.71738632 0.69667558],[-0.93840275 -0.31463508],[0.41291555 2.21467329],[-1.9029423   0.73748567],[-0.27466565  1.39801299],[-0.83362629  1.17126481],[-0.83454337  2.35957203],[-1.64042797  1.83454337],[0. 0.]
val01Infarct (12).jpg.Extracted.png,[-0.39189189 -0.39864865],[0.94594595 0.32432432],[-0.55405405  0.07432432],[0.91891892 1.98648649],[-0.84459459  1.56756757],[0.04054054 1.50675676],[-0.35810811  1.39864865],[0.33108108 2.76351351],[-0.43918919  2.63513514],[0. 0.]
val01Infarct (13).jpg.Extracted.png,[ 0.47775468 -0.58960499],[ 0.28191268 -0.06070686],[-0.75966736  0.65031185],[0.93305613 1.52474012],[-0.08981289  2.81580042],[1.16257796 1.43991684],[0.82453222 1.76049896],[1.28232848 3.35218295],[0.65738046 3.77879418],[0. 0.]
val01Infarct (14).jpg.Extracted.png,[-0.40148699 -0.07806691],[ 0.96654275 -0.25650558],[-0.56505576  0.33457249],[1.60966543 1.00743494],[-0.22490706  1.94237918],[0.94423792 1.57249071],[0.53159851 1.40892193],[1.22118959 2.36245353],[0.45724907 2.50557621],[0. 0.]
val01Infarct (15).jpg.Extracted.png,[-0.66648222 -0.32549454],[ 0.99889335 -0.04703278],[-0.33241112  0.37252732],[1.46451791 1.74201134],[-0.15313321  1.99183843],[1.29353991 3.47544612],[0.08465901 1.59800802],[0.99640338 2.84714345],[0.28925163 2.79319408],[0. 0.]
val01Infarct (16).jpg.Extracted.png,[-0.52016916 -0.48438517],[0.96811971 0.25048796],[-0.44795055  0.2338972 ],[1.13207547 1.96226415],[-0.59921926  1.85100846],[0.75243982 3.65940143],[-0.18249837  1.57677293],[0.51919323 2.92062459],[-0.17176318  2.77813923],[0. 0.]
val01Infarct (17).jpg.Extracted.png,[ 0.72446556 -0.00950119],[0.27315914 0.0783848 ],[-0.9976247  -0.06888361],[-0.28622328  1.30047506],[-1.44061758  1.77790974],[-0.29097387  1.43824228],[-0.5368171   1.56769596],[-0.71377672  2.69952494],[-1.67577197  2.59738717],[0. 0.]
val01Infarct (18).jpg.Extracted.png,[ 0.1        -0.66363636],[0.8 0.6],[-0.9         0.06363636],[0.74545455 2.4       ],[-1.58181818  1.65454545],[0.24545455 1.53636364],[-0.21818182  1.56363636],[-0.21818182  2.74545455],[-1.29090909  2.41818182],[0. 0.]
val01Infarct (19).jpg.Extracted.png,[ 0.35294118 -0.75490196],[0.52941176 0.28431373],[-0.88235294  0.47058824],[0.87254902 1.99019608],[-0.71568627  2.30392157],[1.1372549  3.38235294],[0.3627451  1.61764706],[0.64705882 2.92156863],[-0.26470588  3.10784314],[0. 0.]
val01Infarct (2).jpg.Extracted.png,[-0.08013368 -0.23483104],[0.9986632  0.05168957],[-0.91852952  0.18314148],[1.72944671 0.79472707],[-1.17920535  1.26260676],[0.94140364 1.26572596],[-0.27731155  1.38937987],[0.60608986 1.23119198],[-0.30048273  1.28533234],[0. 0.]
val01Infarct (20).jpg.Extracted.png,[ 0.10922099 -0.33879173],[0.87519873 0.16295707],[-0.98441971  0.17583466],[1.28585056 1.79745628],[-1.2863275   1.91144674],[0.63958665 1.36104928],[-0.22702703  1.43783784],[0.52034976 2.58680445],[-0.46597774  2.59825119],[0. 0.]
val01Infarct (21).jpg.Extracted.png,[-0.32053637 -0.55933137],[0.91109478 0.41219691],[-0.59055841  0.14713446],[0.85047759 2.19324026],[-0.85562087  1.64878766],[-0.30180015  1.94470977],[-0.29739162  1.65154298],[0.1974651 2.4935709],[-0.66770757  2.27755327],[0. 0.]
val01Infarct (22).jpg.Extracted.png,[-0.12942956 -0.80445117],[0.75021608 0.66119274],[-0.62078652  0.14325843],[0.3159032  2.16378565],[-1.34680207  1.53565255],[-0.61365601  3.21261884],[-0.66032844  1.39498704],[-0.65319793  2.96434745],[-1.42199654  2.44057908],[0. 0.]
val01Infarct (23).jpg.Extracted.png,[ 0.14705882 -0.58823529],[0.84117647 0.43529412],[-0.98823529  0.15294118],[0.90588235 1.77647059],[-1.17941176  1.66764706],[0.80882353 2.51470588],[-0.38823529  1.45294118],[0.43235294 2.62058824],[-0.53235294  2.57941176],[0. 0.]
val01Infarct (24).jpg.Extracted.png,[ 0.2764761  -0.55388941],[0.67010309 0.74226804],[-0.94657919 -0.18837863],[0.05435801 2.46860356],[-1.98125586  1.04873477],[-0.18181818  1.36363636],[-0.74414246  0.99250234],[-0.77507029  2.49390815],[-1.80412371  1.94564199],[0. 0.]
val01Infarct (25).jpg.Extracted.png,[ 0.00592402 -0.39175789],[0.94359305 0.0780425 ],[-0.94951706  0.31371539],[1.3106246  1.50173857],[-1.29491307  2.02446877],[1.39678042 3.10856407],[-0.41094656  1.08911784],[0.65344495 1.91783645],[-0.32672247  2.04108178],[0. 0.]
val01Infarct (26).jpg.Extracted.png,[-0.17574396 -0.45901179],[0.95451993 0.29814711],[-0.77877597  0.16086468],[1.82158899 1.44736103],[-1.53382931  1.44399214],[1.02484559 1.50379001],[-0.45788883  1.5572712 ],[0.50772038 2.06049972],[-0.55474453  2.02554745],[0. 0.]
val01Infarct (27).jpg.Extracted.png,[0.36875242 0.02896164],[0.58436652 0.27363425],[-0.95311895 -0.30259589],[0.19905076 1.39703603],[-1.89112747  1.11545912],[0.12146455 1.21600155],[-0.48643936  1.18519954],[-0.52479659  1.43277799],[-1.28496707  1.29387834],[0. 0.]
val01Infarct (28).jpg.Extracted.png,[ 0.22192503 -0.60788854],[0.74613757 0.35717993],[-0.9680626   0.25070861],[1.23585772 1.65148309],[-1.13405725  1.6476506 ],[0.55032137 1.07002276],[0.15377859 1.40716196],[0.39630325 2.56098048],[-0.78146832  2.61547367],[0. 0.]
val01Infarct (29).jpg.Extracted.png,[-0.39189559  0.09418636],[ 0.78899334 -0.61440175],[-0.39709775  0.52021539],[ 1.86200602 -0.2253354 ],[-0.13397828  1.55106325],[1.30455417 0.26914301],[-0.2785434   0.60071187],[1.50935475 0.86547413],[0.73259104 1.16254449],[0. 0.]
val01Infarct (3).jpg.Extracted.png,[-0.13940534 -0.47692887],[0.95649228 0.29175762],[-0.81708694  0.18517125],[1.88799398 1.45698156],[-1.5611592   1.46894994],[1.11072638 1.55159955],[-0.42461423  1.61211893],[0.4818216  2.06307866],[-0.59668799  2.06014302],[0. 0.]
val01Infarct (30).jpg.Extracted.png,[-0.36968134  0.13575244],[ 0.80512065 -0.59311107],[-0.43543931  0.45735863],[ 2.10425493 -0.29139805],[-0.37410204  1.16577639],[1.31515933 0.56787622],[-0.38681157  1.12709523],[1.93240007 0.75078283],[1.20906244 1.28845091],[0. 0.]
val01Infarct (31).jpg.Extracted.png,[-0.36 -0.88],[0.6 0.8],[-0.24  0.08],[0.28 3.24],[-0.82  1.64],[-0.82  1.84],[-1.04  1.68],[-0.9  3.2],[-1.   2.5],[0. 0.]
val01Infarct (32).jpg.Extracted.png,[ 0.3088042  -0.04336399],[0.68988173 0.09461235],[-0.99868594 -0.05124836],[0.58738502 1.09198423],[-1.43889619  1.11695138],[0.38304862 1.06110381],[-0.56898817  1.19053876],[0.14060447 1.51642576],[-0.73193167  1.54533509],[0. 0.]
val01Infarct (33).jpg.Extracted.png,[-0.28899083 -0.03669725],[0.99568268 0.09282245],[-0.70669185 -0.0561252 ],[1.61009174 1.13302752],[-0.48165138  1.10550459],[0.62736104 1.26173772],[-0.07042634  1.26416622],[0.84511603 1.8300054 ],[0.05909336 1.47949271],[0. 0.]
val01Infarct (34).jpg.Extracted.png,[-0.20439189 -0.64864865],[0.94594595 0.32432432],[-0.74155405  0.32432432],[0.65709459 1.68243243],[-0.95945946  1.63175676],[0.48986486 1.37331081],[-0.4527027   1.40371622],[0.38851351 2.35641892],[-0.48310811  2.14864865],[0. 0.]
val01Infarct (35).jpg.Extracted.png,[-0.64451763  0.41398683],[ 0.34870205 -0.93723363],[0.29581558 0.5232468 ],[ 1.66214645 -1.90081364],[0.71716389 1.3490895 ],[ 1.53777606 -0.54320031],[1.24719101 2.40449438],[ 2.79135994 -1.00755521],[ 2.15614103 -0.31189461],[0. 0.]
val01Infarct (36).jpg.Extracted.png,[-0.45842956 -0.05889145],[ 0.94226328 -0.33487298],[-0.48383372  0.39376443],[1.64549654 1.54387991],[-0.1073903   1.77713626],[0.37413395 1.96997691],[0.54503464 0.56120092],[1.66281755 1.6443418 ],[0.81986143 1.7551963 ],[0. 0.]
val01Infarct (37).jpg.Extracted.png,[-0.27098691 -0.09296952],[ 0.98591704 -0.16723512],[-0.71493014  0.26020464],[1.2671361  1.67224117],[-0.40268456  1.71812081],[0.02079437 1.87193311],[0.45879635 0.69820662],[1.17042579 1.64880625],[0.31851689 1.65738805],[0. 0.]
val01Infarct (38).jpg.Extracted.png,[-0.12772926 -0.33296943],[0.78864629 0.61484716],[-0.66091703 -0.28187773],[0.4349345  1.71200873],[-1.38471616  0.66462882],[-0.26069869  1.14475983],[-2.29585153  1.40611354],[-0.3779476   1.69039301],[-1.01790393  1.16572052],[0. 0.]
val01Infarct (39).jpg.Extracted.png,[0.45175634 0.24410849],[0.29141841 0.42498888],[-0.74317474 -0.66909738],[-0.15678079  1.43477101],[-2.30280124 -0.23743886],[-0.49746554  2.24339707],[-1.20764784  0.30413517],[-1.48963984  0.80195643],[-2.08110271  0.21129391],[0. 0.]
val01Infarct (4).jpg.Extracted.png,[ 0.23451777 -0.68324873],[0.70659898 0.70761421],[-0.94111675 -0.02436548],[0.95685279 2.10406091],[-2.02233503  1.11269036],[0.34060914 1.53147208],[-0.76954315  0.97360406],[-0.44771574  2.6680203 ],[-1.65482234  2.16751269],[0. 0.]
val01Infarct (40).jpg.Extracted.png,[ 0.2889123  -0.37292599],[0.70450356 0.25836186],[-0.99341585  0.11456413],[0.97590203 1.38069529],[-1.43784567  1.38148538],[0.32960232 0.93508033],[-0.57189887  0.84895971],[0.29286279 2.69581248],[-0.70779563  2.68435607],[0. 0.]
val01Infarct (41).jpg.Extracted.png,[-0.06714458 -0.5072042 ],[0.94321811 0.33217404],[-0.87607353  0.17503017],[1.36823053 2.04585137],[-1.54361559  1.83015118],[1.53687274 3.45929449],[-0.41337213  1.81822699],[0.34062034 2.357371  ],[-0.80176024  2.2902974 ],[0. 0.]
val01Infarct (42).jpg.Extracted.png,[-0.02522523 -0.41801802],[0.82702703 0.56216216],[-0.8018018  -0.14414414],[1.43243243 2.26126126],[-1.84144144  1.48468468],[0.4018018  1.61081081],[-0.86306306  1.55495495],[0.08468468 1.97477477],[-1.          1.66666667],[0. 0.]
val01Infarct (43).jpg.Extracted.png,[ 0.09436955 -0.61617764],[0.67010309 0.74226804],[-0.76447264 -0.1260904 ],[0.53211737 2.55273592],[-1.99444885  1.19904837],[-0.34099921  2.03647898],[-0.86201427  1.65107058],[-0.37192704  2.27914354],[-1.42109437  1.81284695],[0. 0.]
val01Infarct (44).jpg.Extracted.png,[ 0.74019264 -0.59718058],[0.05645213 0.99840531],[-0.79664477 -0.40122472],[-1.04044141  2.36837405],[-2.59105696  0.27658353],[-0.95681572  1.12872361],[-1.1588952   0.57511003],[-2.01773298  1.97225234],[-2.68425081  1.17752121],[0. 0.]
val01Infarct (45).jpg.Extracted.png,[ 0.78409091 -0.53409091],[4.28207034e-16 1.00000000e+00],[-0.78409091 -0.46590909],[-1.14204545  2.38068182],[-2.4375  0.0625],[-1.02272727  1.13636364],[-1.15909091  0.65909091],[-2.09659091  1.86931818],[-2.64204545  1.01704545],[0. 0.]
val01Infarct (46).jpg.Extracted.png,[ 0.02186181 -0.43316895],[0.90848543 0.41791652],[-0.93034725  0.01525243],[0.94859932 2.13472978],[-1.9899334   1.75402918],[0.35756775 2.33377396],[-0.72825258  1.59235345],[-0.0919213   3.28644059],[-1.42467843  2.97269815],[0. 0.]
val01Infarct (47).jpg.Extracted.png,[-0.23192867 -0.33213035],[ 0.802038   -0.48943849],[-0.57010933  0.82156884],[ 1.83313873 -0.05222376],[0.35113045 2.04882709],[2.2095319 0.8671054],[0.62944486 0.6473835 ],[1.43222588 1.4482539 ],[0.68103174 1.94597177],[0. 0.]
val01Infarct (48).jpg.Extracted.png,[-0.09449552 -0.63190969],[ 0.85616199 -0.01605958],[-0.76166647  0.64796928],[2.04631677 1.06342372],[-0.08960782  2.19387874],[1.27964622 0.10403817],[0.35552194 0.68532526],[1.11206796 2.64843477],[0.20086117 2.9835913 ],[0. 0.]
val01Infarct (49).jpg.Extracted.png,[-0.2047603  -0.78646185],[0.96100608 0.13217421],[-0.75624578  0.65428764],[2.11512492 1.96691425],[-0.51468602  2.32900068],[1.18585415 0.57781904],[0.28798109 1.08879136],[1.51755571 2.33659689],[0.42623228 2.8019919 ],[0. 0.]
val01Infarct (5).jpg.Extracted.png,[-0.02523129 -0.41673675],[0.96837679 0.0843566 ],[-0.9431455   0.33238015],[1.28654331 1.94440706],[-0.95525652  1.99234651],[1.1881413  2.86913373],[0.24423886 1.27401177],[0.96585366 2.49268293],[-0.18141295  2.70866274],[0. 0.]
val01Infarct (50).jpg.Extracted.png,[-0.06724138 -0.60689655],[0.93206897 0.10482759],[-0.86482759  0.50206897],[1.92517241 1.97206897],[-0.71793103  1.90482759],[1.05724138 0.67689655],[0.09206897 0.73482759],[0.93310345 2.03724138],[-0.01344828  2.37862069],[0. 0.]
val01Infarct (51).jpg.Extracted.png,[-0.18106939 -0.63628252],[0.97680005 0.21415334],[-0.79573066  0.42212918],[2.07207084 0.25780767],[-1.49255268  1.54664013],[0.73361246 0.61280802],[-0.46193974  1.03328986],[1.11311689 2.878921  ],[-0.37421923  2.99279292],[0. 0.]
val01Infarct (52).jpg.Extracted.png,[-0.01252923 -0.33244237],[ 0.81941196 -0.2582693 ],[-0.80688273  0.59071166],[ 2.22469095 -0.37153358],[-0.37437354  2.26662212],[1.21483461 0.33361176],[0.1964584  1.01269629],[1.83027063 1.86318076],[0.7171734 2.429001 ],[0. 0.]
val01Infarct (53).jpg.Extracted.png,[-0.35367636 -0.72409005],[ 0.84483263 -0.14698144],[-0.49115626  0.87107148],[ 2.02996638 -0.30463383],[0.27781026 2.44167519],[0.94657214 0.17972519],[0.41353603 0.99605321],[2.2639234  1.87552989],[1.35243385 2.70501389],[0. 0.]
val01Infarct (54).jpg.Extracted.png,[ 0.43896181 -0.69485838],[0.44488306 0.89558867],[-0.88384486 -0.20073029],[-0.26670285  2.36361393],[-2.46777855  0.35468272],[-0.11319451  0.99595381],[-1.10263496  0.43225106],[-1.36746275  2.49950656],[-2.23981052  1.58689431],[0. 0.]
val01Infarct (55).jpg.Extracted.png,[ 0.12568353 -0.75853606],[0.78613563 0.34794403],[-0.91181916  0.41059203],[1.23087191 1.76249731],[-1.53119483  1.93287406],[0.47431647 0.95853606],[-0.54161464  1.19685684],[0.59612487 2.7444564 ],[-0.68525296  2.7780409 ],[0. 0.]
val01Infarct (56).jpg.Extracted.png,[ 0.21296876 -0.53030376],[0.7558369  0.28248207],[-0.96880566  0.24782169],[1.18317046 1.84407645],[-1.76787176  1.73301882],[0.39233621 0.89467097],[-0.58855245  1.10205555],[0.41963125 2.61151495],[-0.84547249  2.56096856],[0. 0.]
val01Infarct (57).jpg.Extracted.png,[ 0.31994063 -0.58019718],[0.55210431 0.83377505],[-0.87204495 -0.25357786],[-0.04102618  2.39944874],[-2.43930881  0.54086717],[-0.03196226  1.09026821],[-0.99257924  0.52464751],[-1.19771017  2.52189123],[-2.18074844  1.72108555],[0. 0.]
val01Infarct (58).jpg.Extracted.png,[ 0.4171123  -0.75935829],[0.42352941 0.90588235],[-0.84064171 -0.14652406],[-0.2486631   2.31283422],[-2.35668449  0.32673797],[-0.0802139   0.95721925],[-1.06042781  0.43262032],[-1.32513369  2.4459893 ],[-2.20748663  1.61176471],[0. 0.]
val01Infarct (59).jpg.Extracted.png,[ 0.24533001 -0.62391034],[0.75342466 0.65753425],[-0.99875467 -0.03362391],[0.76089664 2.36488169],[-1.99626401  1.53549191],[0.14072229 2.20049813],[-0.79327522  1.78206725],[-0.501868    2.64134496],[-1.4358655   2.22291407],[0. 0.]
val01Infarct (6).jpg.Extracted.png,[ 0.21877841 -0.44673391],[0.70330289 0.05973767],[-0.9220813   0.38699623],[1.34743085 1.25890654],[-0.73442708  1.81901216],[1.66637808 2.44301113],[-0.03887278  0.87359855],[1.0936756  2.59858881],[0.07592745 2.843773  ],[0. 0.]
val01Infarct (60).jpg.Extracted.png,[ 0.18590565 -0.52964473],[0.80407688 0.59452533],[-0.98998253 -0.06488061],[0.93232382 2.17087944],[-1.82411182  1.53523588],[0.29737915 2.13209086],[-0.72754805  1.82842167],[-0.36761794  2.28794409],[-1.19790332  2.01432732],[0. 0.]
val01Infarct (61).jpg.Extracted.png,[-0.04801713 -0.72994189],[0.8401468  0.54235906],[-0.79212968  0.18758283],[1.04077888 2.43307167],[-1.55703945  1.604241  ],[0.43093078 1.71648486],[-0.667958    1.26628606],[-0.04832297  2.80681007],[-1.05668264  2.47803038],[0. 0.]
val01Infarct (62).jpg.Extracted.png,[-0.22208704 -0.66223678],[0.90940571 0.41591015],[-0.68731867  0.24632663],[1.25025737 2.12381844],[-1.25755732  1.63696771],[0.56490407 1.58839495],[-0.4534394  1.2180627],[0.22292934 2.6129153 ],[-0.74122602  2.40290126],[0. 0.]
val01Infarct (63).jpg.Extracted.png,[-0.18391562 -0.62821358],[0.87576695 0.48273414],[-0.69185133  0.14547944],[1.08295725 1.99193753],[-1.3275696  1.415699 ],[0.44343593 1.56264895],[-0.51234724  1.16226358],[0.02053648 2.77734395],[-0.97190812  2.43370012],[0. 0.]
val01Infarct (64).jpg.Extracted.png,[-0.09575518 -0.30898322],[ 0.99901283 -0.04442251],[-0.90325765  0.35340573],[1.56367226 1.36525173],[-0.80157947  1.92892399],[0.98667325 1.40029615],[0.12240869 1.50839092],[0.91263574 2.06860809],[-0.14856861  2.31441264],[0. 0.]
val01Infarct (65).jpg.Extracted.png,[-0.22764599 -0.32709854],[ 0.86998175 -0.43932482],[-0.64233577  0.76642336],[1.99224453 0.41195255],[0.06113139 2.11313869],[1.49270073 0.89507299],[1.01916058 1.54105839],[1.75958029 1.5205292 ],[0.88914234 2.22673358],[0. 0.]
val01Infarct (66).jpg.Extracted.png,[-0.06034483 -0.1408046 ],[ 0.75       -0.58333333],[-0.68965517  0.72413793],[1.60632184 0.02586207],[0.02011494 1.99137931],[1.38218391 0.66954023],[0.6954023  1.34482759],[1.67241379 1.23563218],[0.8362069  1.95114943],[0. 0.]
val01Infarct (67).jpg.Extracted.png,[-0.35090447 -0.67029395],[ 0.93880724 -0.13863765],[-0.58790277  0.8089316 ],[2.07589033 1.09341436],[0.15912945 2.66421707],[1.4869983  0.77077445],[0.77897117 1.10316563],[2.05002826 2.15375919],[1.05115885 2.80412663],[0. 0.]
val01Infarct (68).jpg.Extracted.png,[ 0.26872194 -0.66967974],[0.61101467 0.79161928],[-0.87973661 -0.12193954],[0.06399282 2.74696199],[-1.97970667  1.43238551],[0.37952709 1.84166417],[-0.40436995  1.06854235],[-0.70284346  2.93912002],[-1.79706675  2.32385513],[0. 0.]
val01Infarct (69).jpg.Extracted.png,[0.05803714 0.10567639],[ 0.9333687  -0.23649867],[-0.99140584  0.13082228],[1.38567639 0.98196286],[-1.10201592  1.7804244 ],[0.96822281 1.29405836],[-0.07262599  1.45002653],[0.73554377 1.41883289],[-0.21236074  1.65628647],[0. 0.]
val01Infarct (7).jpg.Extracted.png,[-0.53071594 -0.20184758],[ 0.95473441 -0.29745958],[-0.42401848  0.49930716],[2.15196305 0.49861432],[-0.27644342  1.68337182],[1.93233256 1.41247113],[0.51616628 1.10623557],[1.39815242 1.33071594],[0.67205543 1.70207852],[0. 0.]
val01Infarct (70).jpg.Extracted.png,[-0.49922282 -0.55280241],[0.97787327 0.20919813],[-0.47865045  0.34360428],[2.46978148 1.3766115 ],[-1.46420408  1.47974765],[0.95016915 1.56203712],[-2.20480936  2.2091067 ],[0.27374966 3.04818506],[-0.82234616  3.04763646],[0. 0.]
val01Infarct (71).jpg.Extracted.png,[-0.7915212  -0.16957606],[0.99501247 0.09975062],[-0.20349127  0.06982544],[2.80997506 1.60049875],[-0.14214464  1.24289277],[1.13416459 2.11670823],[0.38902743 2.01945137],[2.42394015 1.52119701],[1.53216958 1.35660848],[0. 0.]
val01Infarct (72).jpg.Extracted.png,[ 0.60192024 -0.35007386],[0.07680945 0.99704579],[-0.67872969 -0.64697194],[-0.89475628  1.98633678],[-2.1754062  0.1894387],[-1.2359675  2.1148449],[-1.27141802  1.19313146],[-1.89955687  2.11152142],[-2.44903988  1.32496307],[0. 0.]
val01Infarct (73).jpg.Extracted.png,[ 0.65495208 -0.37619808],[0.0798722  0.99680511],[-0.73482428 -0.62060703],[-0.89536741  2.1158147 ],[-2.28753994  0.3115016 ],[-1.24760383  2.30990415],[-1.2284345   1.28913738],[-1.91134185  2.21645367],[-2.54153355  1.46166134],[0. 0.]
val01Infarct (74).jpg.Extracted.png,[ 0.13877208 -0.57863751],[0.85584525 0.47502103],[-0.99461733  0.10361648],[0.88965517 1.87586207],[-1.30243902  1.67804878],[0.6686291  2.12111018],[-0.17157275  1.69722456],[0.25534062 2.41530698],[-0.68730025  2.26947014],[0. 0.]
val01Infarct (75).jpg.Extracted.png,[ 0.1213832  -0.60973888],[0.83486239 0.55045872],[-0.95624559  0.05928017],[0.81157375 2.3203952 ],[-1.98729711  1.57304164],[0.32674665 1.55187015],[-0.90966831  1.59633028],[-0.20042343  2.84756528],[-1.50458716  2.50247001],[0. 0.]
val01Infarct (76).jpg.Extracted.png,[ 0.1344811  -0.61542562],[0.8294334  0.55860562],[-0.9639145  0.05682  ],[0.79137573 2.3332445 ],[-1.99930707  1.57273066],[0.31469538 1.56937263],[-0.92521721  1.58008635],[-0.2221097   2.80240925],[-1.44986941  2.47332232],[0. 0.]
val01Infarct (77).jpg.Extracted.png,[ 0.11503176 -0.5885674 ],[0.83486239 0.55045872],[-0.94989414  0.03810868],[0.81157375 2.3203952 ],[-1.98729711  1.57304164],[0.31404375 1.59421313],[-0.91601976  1.61750176],[-0.18136909  2.78405081],[-1.4156669   2.43683839],[0. 0.]
