path,index0,index1,index2,index3,index4,index5,index6,index7,index8
val00None (108).jpg.Extracted.png,[ 0.06612932 -0.03967759 -0.15240585],[0.03815987 0.08911197 0.1016039 ],[-0.10428919 -0.05316064  0.05675676],[-0.03780383  0.24302464  0.09778004],[-0.26389039  0.04713205  0.00575177],[-0.13354081  0.31298627 -0.09202827],[-0.30660381  0.16127999 -0.14379417],[-0.17772711  0.27616436  0.20706361],[-0.27125477  0.19073752  0.20706361]
val00None (109).jpg.Extracted.png,[ 0.02084127 -0.05403055 -0.28379517],[0.08792312 0.08154243 0.15270197],[-0.1087644  -0.02962502  0.14292917],[-0.00657051  0.28396217  0.15143975],[-0.22756288  0.12603902  0.15143975],[-0.18210802  0.29939277 -0.1634861 ],[-0.24662025  0.26679996 -0.14799794],[-0.090092    0.38058621  0.6005963 ],[-0.20762046  0.32699277  0.52831824]
val00None (11).jpg.Extracted.png,[ 0.01349885 -0.07603324 -0.23987687],[ 0.03105767  0.05122695 -0.21635953],[-0.04455652  0.02558346  0.46784051],[-0.06702112  0.21970306 -0.21248739],[-0.20326401  0.18090953  0.43785281],[-0.1678702   0.19768244  0.15453629],[-0.16258017  0.17910387 -0.21248739],[-0.14284484  0.48599598  0.04507308],[-0.18886103  0.45950352  0.58595008]
val00None (110).jpg.Extracted.png,[ 0.03662517 -0.06349485 -0.14327378],[0.04108199 0.0724382  0.02297787],[-0.07770716 -0.00955672  0.12909077],[-0.01309278  0.19845032  0.03473948],[-0.16864569  0.09203685  0.15708285],[-0.09078623  0.3023736  -0.06494772],[-0.24955977  0.15957039  0.04380195],[-0.10323711  0.23181866  0.20692644],[-0.17800875  0.17749965  0.28848869]
val00None (111).jpg.Extracted.png,[-0.03896366 -0.00539918 -0.0648011 ],[0.03932194 0.00102519 0.06774354],[-0.0003578   0.00434331 -0.00462238],[0.05827692 0.00917363 0.09244769],[-0.0750116  -0.00508625 -0.03697908],[ 0.0568979  -0.01389711  0.06471338],[-0.16185301  0.0139965  -0.04160146],[ 0.115227   -0.04516747  0.32356692],[ 0.11767943 -0.03512667  0.29583261]
val00None (112).jpg.Extracted.png,[ 0.01421126 -0.07415183 -0.20426922],[0.09980714 0.07422218 0.04244555],[-1.14018404e-01 -7.51745752e-05  1.72919978e-01],[ 0.02174825  0.31718805 -0.03546864],[-0.24267965  0.18552993  0.17250659],[-0.16888383  0.40991026 -0.22893398],[-0.32650873  0.3547843  -0.09350824],[-0.01271261  0.35886032  0.62715012],[-0.15716885  0.30002889  0.67551646]
val00None (113).jpg.Extracted.png,[ 0.06109039 -0.04256321 -0.18019148],[0.0545848  0.06513103 0.19833963],[-0.1252335  -0.02643599 -0.03223074],[0.02942575 0.22645608 0.09499587],[-0.1884246   0.16613096 -0.10856671],[ 0.02691946  0.31278399 -0.17981362],[-0.12869126  0.34066652 -0.16963549],[-0.17899119  0.2132052   0.62934767],[-0.28893165  0.15601296  0.52756638]
val00None (114).jpg.Extracted.png,[ 0.05412468 -0.08677413 -0.23066325],[0.06381282 0.08847932 0.12521719],[-0.1179375  -0.00186577  0.1154871 ],[-0.00539848  0.26688435  0.17292898],[-0.24883569  0.17663371  0.0931156 ],[-0.09318794  0.40068911 -0.00950159],[-0.28904963  0.33047952 -0.14062356],[-0.12641389  0.40172192  0.40096719],[-0.26138332  0.3394013   0.38386432]
val00None (12).jpg.Extracted.png,[-0.01920521 -0.10303418 -0.23974497],[ 0.10834217  0.07806313 -0.06810937],[-0.08913696  0.02628077  0.32206426],[ 0.11575407  0.42034226 -0.16653206],[-0.2181374  0.3219798  0.5800555],[-0.12663013  0.6504626  -0.33493527],[-0.25959554  0.56778531  0.28254316],[-0.00743798  0.57006198  0.51830765],[-0.1772327   0.5111703   0.77652591]
val00None (13).jpg.Extracted.png,[ 0.0254416  -0.13274731 -0.24351455],[0.09374106 0.1214586  0.02072464],[-0.11918266  0.01244506  0.2444295 ],[ 0.00449609  0.39805367 -0.00633612],[-0.26580873  0.21872398 -0.03801673],[-0.09498307  0.54979022 -0.19641979],[-0.18539298  0.04602281 -0.57658712],[-0.11957025  0.56065791  0.24710876],[-0.28045313  0.48481532  0.38016733]
val00None (14).jpg.Extracted.png,[ 0.08751158 -0.05872854 -0.31498779],[0.04649924 0.07497035 0.38853351],[-0.16458683 -0.02261498 -0.11462389],[-0.02495643  0.32586136  0.68774336],[-0.30430288  0.21201547 -0.17909983],[-0.04611515  0.5630617   0.33670768],[-0.29976275  0.46189391 -0.37252765],[-0.13965895  0.44501834  0.62326742],[-0.29368069  0.40098765  0.20775581]
val00None (15).jpg.Extracted.png,[ 0.04132851 -0.11556839 -0.31351753],[0.12244555 0.08839831 0.22702994],[-0.16377407  0.03151911  0.09922406],[0.07562098 0.34765625 0.54297297],[-0.37075178  0.16988817  0.22623874],[0.01676983 0.52575085 0.47833333],[-0.28948861  0.37551455  0.15513513],[-0.05161556  0.66738019  0.3943018 ],[-0.25634076  0.60747114  0.34259009]
val00None (16).jpg.Extracted.png,[-0.04391436 -0.07066548 -0.12634818],[ 0.06839192  0.02797096 -0.34794344],[-0.02447756  0.04349466  0.47673592],[ 0.23494499  0.2215828  -0.55580788],[-0.08578244  0.1996348   0.77526851],[ 0.12546709  0.40969606 -0.49855729],[-0.22398846  0.20087549  0.54626612],[ 0.00207947  0.49306702 -0.17652268],[-0.07244938  0.48780719  0.43892125]
val00None (17).jpg.Extracted.png,[ 0.08112291 -0.02170384 -0.06281587],[-0.02576035  0.0044534   0.23490457],[-0.05976678  0.01871558 -0.18149957],[0.03829821 0.01496367 0.51857021],[ 0.02522048  0.06438574 -0.15756556],[ 0.01454013 -0.0239219   0.75192681],[ 0.03122593 -0.02675081  0.11169205],[-0.2197562   0.26469916  0.2552961 ],[-0.2287344   0.28767808  0.003989  ]
val00None (18).jpg.Extracted.png,[ 0.06131192 -0.05201642 -0.199205  ],[0.0460662  0.06003428 0.31967036],[-0.12868565 -0.01130436 -0.16307895],[0.1052554  0.23302092 0.15467282],[ 0.03079123  0.25257352 -0.39508817],[ 0.32069541  0.13887271 -0.19334102],[ 0.27873127  0.17551329 -0.24882149],[-0.32927226  0.41783402  0.65399702],[-0.45644628  0.31731068  0.3967694 ]
val00None (19).jpg.Extracted.png,[-0.02522032 -0.05129531 -0.16608774],[ 0.04697692  0.07755925 -0.07225895],[-0.0217566  -0.02658175  0.24357518],[-0.10272847  0.22504639 -0.04906571],[-0.17051353 -0.0046874   0.20156724],[-0.23402045  0.1198005   0.14189273],[-0.30165203  0.00266024 -0.09680532],[0.02562829 0.34252557 0.4880049 ],[-0.0238484   0.24138515  0.75057275]
val00None (2).jpg.Extracted.png,[ 0.06858102 -0.03365709 -0.24786621],[0.03632497 0.09968297 0.37179932],[-0.10490599 -0.07204905 -0.14130286],[0.10202028 0.26767125 0.2879539 ],[-0.17564428 -0.19091031 -0.56812526],[ 0.26216796  0.27345973 -0.17121583],[-0.07507416 -0.35746536 -0.79381885],[-0.19741476  0.43233322  0.3502142 ],[-0.31469499  0.37060774 -0.08560792]
val00None (20).jpg.Extracted.png,[ 0.07480585  0.03109185 -0.19160154],[0.01997059 0.04482912 0.25356479],[-0.11157342 -0.08987541 -0.08158501],[-0.06521875  0.1614584   0.37433124],[-0.2885007   0.0111175  -0.11517884],[-0.10299885  0.25969706  0.19676386],[-0.24852759  0.17419035 -0.11517884],[-0.21437479  0.1268379   0.71506866],[-0.32268468  0.06525685  0.50390744]
val00None (22).jpg.Extracted.png,[ 0.04878485 -0.05628364 -0.1693688 ],[0.04147272 0.08827887 0.06653774],[-0.09025757 -0.03406172  0.11164846],[ 0.02252867  0.23549653 -0.02765239],[-0.20220944  0.0142328  -0.04320686],[-0.06930492  0.285034   -0.30244803],[-0.2714595   0.02260791 -0.37503556],[-0.13167934  0.24754717  0.38713348],[-0.21607043  0.16924541  0.41824242]
val00None (23).jpg.Extracted.png,[ 0.01041801 -0.06466353 -0.16569672],[ 0.06577461  0.05940577 -0.00147943],[-0.07619262  0.00557516  0.17681895],[ 0.0401264   0.25600409 -0.00677449],[-0.17347178  0.1272001   0.27267318],[-0.05512827  0.37247934 -0.13887702],[-0.25460877  0.21665613  0.11008545],[-0.07448059  0.31077398  0.30315838],[-0.17119814  0.25450596  0.40477572]
val00None (24).jpg.Extracted.png,[-0.0201215  -0.01944009 -0.23964212],[0.08307695 0.02947905 0.10593622],[-0.06295545 -0.01033309  0.13801355],[0.09932692 0.18102979 0.04082514],[-0.15611192  0.06349837  0.0912562 ],[ 0.02481612  0.24824214 -0.13208135],[-0.20334372  0.14859609 -0.08525251],[0.03987785 0.15489551 0.82250657],[-0.05989309  0.13657307  0.81530213]
val00None (25).jpg.Extracted.png,[ 0.02798916 -0.07760621 -0.24367335],[0.07797144 0.08386104 0.11029425],[-0.10596059 -0.00671876  0.14375308],[0.06652757 0.26783728 0.11558215],[-0.25713571  0.10652961  0.14260135],[ 0.00412087  0.33522713 -0.10957788],[-0.25872593  0.19533237 -0.10507468],[-0.08616951  0.32744462  0.50285741],[-0.1983931   0.26925895  0.49385101]
val00None (26).jpg.Extracted.png,[ 0.01192367 -0.0516257  -0.15301753],[0.05599951 0.07075836 0.02390899],[-0.06792318 -0.01999917  0.13632326],[-0.00836098  0.21645078 -0.02183631],[-0.2203276   0.03299295  0.1200997 ],[-0.16888521  0.21965843 -0.14193601],[-0.31181103  0.10945281 -0.06550893],[-0.08870492  0.22789575  0.45856249],[-0.15919681  0.14706084  0.54590773]
val00None (27).jpg.Extracted.png,[ 0.07829403 -0.09262136 -0.2286106 ],[0.05654736 0.11299445 0.17692473],[-0.13484138 -0.02210218  0.05686206],[-0.05194817  0.31300877  0.21430055],[-0.32389104  0.14311914  0.05865068],[-0.16806359  0.49779681 -0.07669704],[-0.44287351  0.2993391  -0.14437089],[-0.1966658   0.40448124  0.5662046 ],[-0.32145063  0.3111998   0.4714612 ]
val00None (28).jpg.Extracted.png,[ 0.03537865 -0.05299941 -0.18249038],[0.04741151 0.08203596 0.08091555],[-0.08279016 -0.03076539  0.10955014],[0.01420839 0.22974107 0.03899116],[-0.20625452  0.04514851 -0.00194956],[-0.05333968  0.32524005 -0.18910715],[-0.23583592  0.11735506 -0.31777799],[-0.13451382  0.2678242   0.3782143 ],[-0.22186046  0.19887859  0.40160899]
val00None (29).jpg.Extracted.png,[ 0.02866555 -0.05951324 -0.16825864],[0.06745021 0.07537409 0.06730346],[-0.09611576 -0.01704927  0.10931177],[-0.00452977  0.25685517 -0.06013366],[-0.24717003  0.08754037 -0.10308628],[-0.15115489  0.21483605 -0.33073515],[-0.23627021  0.04511493 -0.42093564],[-0.06760037  0.27891924  0.4810693 ],[-0.16649203  0.21698377  0.48965983]
val00None (3).jpg.Extracted.png,[ 0.03725661 -0.07569519 -0.18961789],[0.06240042 0.06450063 0.11061044],[-0.09965703  0.01217257  0.08546204],[ 0.07932873  0.2500299  -0.18137274],[-0.18255453  0.13121401 -0.06635588],[ 0.05079139  0.16041425 -0.65913509],[-0.21662476  0.19840278 -0.36274548],[-0.07451563  0.3374534   0.37159293],[-0.18403128  0.28978396  0.35389803]
val00None (30).jpg.Extracted.png,[ 0.04538363 -0.08970963 -0.20524927],[0.07165959 0.09535027 0.05240407],[-0.11704322 -0.00613314  0.16669203],[ 0.00700044  0.33812102 -0.23933692],[-0.22322987  0.18492349  0.07284167],[-0.01176073  0.24403517 -0.66077802],[-0.28270557  0.25893209 -0.22372799],[-0.13636848  0.41274565  0.40062919],[-0.25884809  0.34394538  0.48387682]
val00None (31).jpg.Extracted.png,[ 0.06455738  0.00398003 -0.24241954],[0.02221057 0.07130222 0.19924524],[-0.09933012 -0.08678112  0.0409451 ],[-0.04245421  0.17176677  0.40490152],[-0.27505465 -0.01658398  0.01364837],[-0.09811383  0.14182294  0.46404444],[-0.18528107  0.07782307  0.04549455],[-0.20532085  0.10608727  0.79160522],[-0.26619313  0.01532908  0.70971503]
val00None (32).jpg.Extracted.png,[ 0.0526831  -0.05467643 -0.18254427],[0.06090848 0.07662879 0.13879399],[-0.11359158 -0.02411843  0.04855697],[0.06097536 0.25086555 0.07019143],[-0.20868979  0.09745667 -0.03252774],[ 0.02102075  0.38454668 -0.20715033],[-0.23044898  0.22769661 -0.24310204],[-0.06567453  0.28641578  0.46566024],[-0.17370871  0.25175869  0.40402873]
val00None (33).jpg.Extracted.png,[ 0.05740591 -0.03425015 -0.2208956 ],[0.06564452 0.08368177 0.20126043],[-0.12305043 -0.0534582   0.02196425],[0.00733763 0.28152869 0.26104029],[-0.31987984  0.07829237 -0.01666215],[-0.0212835   0.42778531  0.03332429],[-0.19307596  0.23218567 -0.16106742],[-0.15624922  0.30266631  0.57206703],[-0.28215596  0.24765597  0.44987795]
val00None (34).jpg.Extracted.png,[ 0.02869353 -0.05782059 -0.17287814],[0.04699663 0.07053371 0.10866626],[-0.07569016 -0.01351656  0.06880297],[0.02153796 0.20421551 0.005374  ],[-0.16361669  0.07468785 -0.10748004],[-0.03202737  0.20854497 -0.2579521 ],[-0.11410904  0.08686094 -0.38692815],[-0.11307822  0.24636683  0.19883808],[-0.189153    0.18566069  0.17734207]
val00None (35).jpg.Extracted.png,[ 0.0470232  -0.00990358 -0.20238741],[0.04991102 0.05508539 0.14889931],[-0.09693422 -0.04773924  0.05783064],[0.02494018 0.19447479 0.16282518],[-0.22497604  0.00608527  0.05047581],[ 0.01019096  0.30270084 -0.02768028],[-0.2840999   0.08401194 -0.02768028],[-0.08476079  0.19054818  0.70503303],[-0.1830531   0.13526303  0.65618547]
val00None (36).jpg.Extracted.png,[ 0.07060033  0.00059928 -0.21390041],[0.03194648 0.06262806 0.17980858],[-0.11003078 -0.06895163  0.02723013],[-0.01958741  0.20133976  0.17310581],[-0.23979736  0.0220853  -0.01361506],[-0.02685849  0.31663837 -0.00778004],[-0.32556647  0.13656776 -0.1069755 ],[-0.15573474  0.19688808  0.59322779],[-0.23779411  0.12143204  0.52320746]
val00None (37).jpg.Extracted.png,[ 0.06832106  0.00761268 -0.13030502],[0.03381575 0.0374566  0.16164421],[-0.10213681 -0.04840677 -0.03471138],[0.02116086 0.1435507  0.16020405],[-0.23930133  0.10475077 -0.04500114],[0.05869655 0.08398122 0.04140105],[-0.13169099  0.25871635  0.00900023],[-0.18617343  0.1509555   0.5058128 ],[-0.27819156  0.10276412  0.38700979]
val00None (38).jpg.Extracted.png,[ 0.01514943 -0.09488951 -0.17121653],[ 0.06123122  0.10693546 -0.06042936],[-0.07638065 -0.01272267  0.24651121],[-0.088878    0.27329292 -0.23833218],[-0.29422994  0.05170916  0.12207258],[-0.22933589  0.12058083 -0.34296582],[-0.32456627  0.04398658 -0.25577112],[-0.17104536  0.38604037  0.09882066],[-0.24231026  0.27656144  0.29646198]
val00None (39).jpg.Extracted.png,[ 0.07496364  0.02112682 -0.18659023],[0.0237821  0.06785879 0.24809488],[-0.11578672 -0.1049571  -0.08415036],[-0.0768452   0.25869263  0.2580611 ],[-0.35868615  0.02387029 -0.17391074],[-0.13884479  0.45962726 -0.04488019],[-0.32033123  0.22444394 -0.26367112],[-0.27787008  0.17160441  0.7517432 ],[-0.39108477  0.08420032  0.57222244]
val00None (4).jpg.Extracted.png,[ 0.03314845 -0.13046685 -0.41584763],[0.12577262 0.12427234 0.09096667],[-0.15892108  0.00689961  0.3610052 ],[ 0.11447762  0.5920076  -0.22055183],[-0.43978942  0.27966362  0.0796952 ],[-0.16315926  0.47716118 -0.89332757],[-0.35486566  0.37046824 -0.92112822],[-0.17761225  0.80389834  0.40218274],[-0.42918391  0.69872048  0.53562587]
val00None (40).jpg.Extracted.png,[ 0.03254917 -0.07213795 -0.14483171],[0.04413782 0.09048912 0.0174496 ],[-0.07668698 -0.01940268  0.13640249],[-0.06630631  0.20842983 -0.07915209],[-0.21837505  0.03656555 -0.02123593],[-0.15571471  0.07870772 -0.25869221],[-0.21119259  0.02747799 -0.33977484],[-0.13380604  0.26581281  0.16409581],[-0.22109036  0.1894445   0.17567904]
val00None (41).jpg.Extracted.png,[ 0.04229012 -0.0282862  -0.17041861],[0.03371605 0.05105629 0.08808153],[-0.07600617 -0.02411223  0.08853408],[-0.00900456  0.13966534  0.00210227],[-0.17755593  0.0388031   0.0336364 ],[-0.07364626  0.09980338 -0.25647754],[-0.1139989   0.10137875 -0.19340929],[-0.12075232  0.20612775  0.19130701],[-0.18672405  0.15744633  0.19130701]
val00None (42).jpg.Extracted.png,[ 0.09040423 -0.01658491 -0.19422884],[0.03477194 0.06630841 0.25688955],[-0.14165125 -0.0575739  -0.08547478],[-0.05769086  0.2253139   0.34189912],[-0.33901557  0.04106041 -0.18926559],[-0.15691532  0.34383777  0.10989615],[-0.35914437  0.20410051 -0.33579378],[-0.21356944  0.28791734  0.6471662 ],[-0.3034632   0.21234662  0.40295254]
val00None (43).jpg.Extracted.png,[-0.06509021 -0.13329161 -0.02513067],[ 0.02121899  0.06669824 -0.57800531],[0.04387122 0.06526924 0.58109456],[-0.10726298  0.49719027 -1.08635232],[-0.04132262  0.5407109   1.17523569],[-0.35503386  0.81881435 -0.68143918],[-0.22101009  0.77710707  0.84933   ],[ 0.08627196  0.88524925 -0.16789081],[0.07786457 0.84420138 0.97771709]
val00None (44).jpg.Extracted.png,[ 0.00858746 -0.05704904 -0.14121651],[0.05618144 0.06358259 0.05366228],[-0.0647689  -0.00682851  0.09178483],[-0.00196085  0.1904773  -0.02502233],[-0.14508355  0.09123851  0.08288648],[-0.11802377  0.23165523 -0.19861478],[-0.14449529  0.18377118 -0.08601427],[-0.0647866   0.18659481  0.53798018],[-0.12737704  0.14488746  0.5661303 ]
val00None (45).jpg.Extracted.png,[-0.00237119 -0.06674708 -0.20871425],[0.0720492  0.07522924 0.04174285],[-0.06967801 -0.00880868  0.17407322],[ 0.0326986   0.27106669 -0.09895469],[-0.17084201  0.11560069  0.05459569],[-0.11230166  0.21926292 -0.27809681],[-0.17378379  0.11978917 -0.21155831],[-0.07131358  0.28557875  0.60225874],[-0.15508325  0.22674313  0.68415228]
val00None (46).jpg.Extracted.png,[ 0.02648811 -0.07797832 -0.1847123 ],[0.06591323 0.08368738 0.04580865],[-0.09240134 -0.00613249  0.14964575],[ 0.04557309  0.29388541 -0.1410516 ],[-0.23399516  0.08134274  0.01699417],[-0.03061651  0.24172631 -0.47753613],[-0.2180998   0.08403701 -0.36537462],[-0.10376307  0.33561617  0.35857695],[-0.1979494   0.2738658   0.35857695]
val00None (47).jpg.Extracted.png,[ 0.1084001  -0.0873164  -0.39690424],[0.07958309 0.13706241 0.31151488],[-0.23118056 -0.06709509  0.07841773],[0.05569812 0.45720442 0.43369806],[-0.602898    0.15555225 -0.25285717],[-0.06829477  0.61016381 -0.08001809],[-0.3577276   0.27789074 -0.86739612],[-0.33265039  0.63065514  0.76497296],[-0.50842308  0.48907338  0.61133823]
val00None (48).jpg.Extracted.png,[ 0.01509394 -0.06375317 -0.17435218],[0.06444488 0.07581364 0.06102326],[-0.07953883 -0.0126615   0.11982885],[0.03162213 0.2042536  0.14602979],[-0.17208475  0.07993008  0.21707131],[-0.04495329  0.27193284  0.08682852],[-0.22739068  0.14940692  0.14010966],[-0.08569467  0.24706813  0.48939713],[-0.16717742  0.19733872  0.52491789]
val00None (49).jpg.Extracted.png,[ 0.09517744 -0.01672512 -0.20366326],[0.00844614 0.07737139 0.21987924],[-0.11593909 -0.06820699 -0.02848354],[-0.12404537  0.19377814  0.38167948],[-0.30874762  0.02195145 -0.04557367],[-0.16420767  0.19067737  0.31331897],[-0.1994235   0.175838   -0.01709013],[-0.26554363  0.19497415  0.65512149],[-0.32916837  0.12945941  0.49561365]
val00None (5).jpg.Extracted.png,[ 0.00669086 -0.07536214 -0.18349899],[ 0.05047285  0.05050163 -0.16698408],[-0.05716371  0.02618512  0.3658011 ],[ 0.07679612  0.19743281 -0.28650512],[-0.20651418  0.03521405  0.45195173],[ 0.02068227  0.24845619 -0.38940484],[-0.30657934 -0.08273303  0.18562303],[-0.12806869  0.36347239 -0.26834634],[-0.16238488  0.35158275  0.16746426]
val00None (50).jpg.Extracted.png,[-0.00198342 -0.07142584 -0.15450254],[ 0.03370692  0.06478683 -0.11673525],[-0.03172349  0.00676703  0.27576794],[-0.08521221  0.22107179 -0.08875134],[-0.12039552  0.12216522  0.3042903 ],[-0.19444515  0.24042504  0.11833512],[-0.15728135  0.19361589  0.05916756],[-0.04149541  0.30538525  0.37613662],[-0.08431578  0.23628338  0.68887943]
val00None (51).jpg.Extracted.png,[-0.06109878 -0.07577637 -0.17074995],[ 0.08471234  0.0418679  -0.20607752],[-0.02361357  0.03443202  0.37741409],[ 0.08622446  0.27685052 -0.23947742],[-0.09442171  0.25865878  0.21571249],[-0.08902994  0.18527812  0.07312288],[-0.17643796  0.20344795 -0.3710986 ],[0.18540233 0.39972148 0.11151239],[0.09968197 0.36145307 0.57218651]
val00None (52).jpg.Extracted.png,[ 0.0360823  -0.05977814 -0.16979872],[0.04794246 0.08639925 0.06823687],[-0.08402477 -0.02822734  0.10919367],[-0.01652362  0.25866515 -0.03078599],[-0.24137331  0.02141226  0.02897505],[-0.10305262  0.21278173 -0.24266606],[-0.15966312  0.12784503 -0.17203937],[-0.08909903  0.22120417  0.4798993 ],[-0.1625544   0.16417464  0.50163059]
val00None (53).jpg.Extracted.png,[-0.01640609 -0.03948658 -0.09549558],[ 0.06342829  0.05236171 -0.00570123],[-0.04702219 -0.01332423  0.10538146],[-0.00510354  0.19317863 -0.03910357],[-0.13330648  0.04115914  0.17674814],[-0.11343574  0.23818906 -0.09541271],[-0.20069218  0.07220571  0.13451628],[0.00444197 0.1770174  0.41136956],[-0.05781655  0.13479502  0.47706355]
val00None (54).jpg.Extracted.png,[ 0.06357714 -0.03855308 -0.16498925],[0.02301538 0.07287782 0.19445162],[-0.08659252 -0.03620495 -0.0319624 ],[-0.02782765  0.19796117  0.1330725 ],[-0.239149    0.05770653 -0.12039893],[-0.01113651  0.24324237 -0.15841964],[-0.18011734  0.19379519 -0.266145  ],[-0.17238441  0.23883133  0.36119679],[-0.24669133  0.16956171  0.2217875 ]
val00None (55).jpg.Extracted.png,[ 0.0158865  -0.02859384 -0.19192277],[0.03606834 0.05690921 0.01505277],[-0.05195483 -0.02913018  0.18413294],[-0.04739166  0.2132347  -0.0585092 ],[-0.15903515  0.08012676  0.14402265],[-0.19712665  0.22758042 -0.16202548],[-0.19745969  0.14644344 -0.08101274],[-0.05973081  0.24823726  0.58509203],[-0.12738798  0.18734914  0.72011326]
val00None (56).jpg.Extracted.png,[ 0.07150254 -0.00664916 -0.21058225],[0.04290449 0.0684095  0.24228427],[-0.13717512 -0.07543121 -0.04891996],[0.01670028 0.27860752 0.2919417 ],[-0.30995498  0.09348244 -0.09626186],[-0.05403815  0.26383591  0.10257411],[-0.13816167  0.24943759 -0.04891996],[-0.18231653  0.22722685  0.84110771],[-0.30446229  0.17035348  0.68487945]
val00None (57).jpg.Extracted.png,[-0.01314296 -0.02667483 -0.12729967],[0.06342931 0.06114914 0.01697329],[-0.05028635 -0.03547017  0.11558277],[-0.03496873  0.18045094 -0.02398583],[-0.16598403  0.02141127  0.13432066],[-0.15329988  0.19067776 -0.10553766],[-0.23234993  0.09735353  0.        ],[-0.02602478  0.16917614  0.56126846],[-0.08097134  0.10721897  0.63802312]
