path,index0,index1,index2,index3,index4,index5,index6,index7,index8
val01Infarct (108).jpg.Extracted.png,[ 0.07948839 -0.00428139 -0.33600485],[0.08500634 0.12032002 0.29704777],[-0.16449473 -0.1285689   0.04707089],[-0.02772419  0.4028048   0.18693364],[-0.46214672  0.10813433 -0.30150587],[-0.01165755  0.33987713 -0.39195763],[-0.21135941  0.19412317 -0.80200561],[-0.27274043  0.57485173  0.57286115],[-0.48968623  0.40158134  0.42813833]
val01Infarct (109).jpg.Extracted.png,[ 0.07952365 -0.00151135 -0.15722769],[0.04744655 0.06457391 0.19460149],[-0.12697019 -0.06968675 -0.04268255],[-0.02067052  0.21408331  0.27362768],[-0.27165074  0.06824762 -0.15841602],[-0.05794812  0.33045908  0.15697588],[-0.10097384  0.12227743 -0.19297952],[-0.14802514  0.22910666  0.59766045],[-0.25496794  0.17239524  0.46804734]
val01Infarct (11).jpg.Extracted.png,[-0.00437001 -0.10763074 -0.26386663],[ 0.10372512  0.07355184 -0.00218072],[-0.09935512  0.03660851  0.280861  ],[ 0.04917734  0.33612542 -0.36599351],[-0.24418299  0.26129191  0.07635836],[-0.04871008  0.1720524  -0.76884967],[-0.15244184  0.19514943 -0.46868233],[-0.15160078  0.53121015  0.22644203],[-0.25779105  0.46222098  0.4160214 ]
val01Infarct (110).jpg.Extracted.png,[ 0.08340627 -0.03268805 -0.19975957],[0.05873501 0.09459447 0.26468143],[-0.14214128 -0.06950378 -0.07555895],[0.0031321  0.26990198 0.25864854],[-0.33118696  0.12126776 -0.33736766],[-0.04976063  0.37547155 -0.02811397],[-0.09484024  0.1516361  -0.47793751],[-0.18556489  0.39547724  0.57352501],[-0.30872425  0.32748258  0.38235001]
val01Infarct (111).jpg.Extracted.png,[ 0.17720006 -0.01986313 -0.1633227 ],[0.04292441 0.07226754 0.52059112],[-0.22012447 -0.06388618 -0.45104606],[0.02860934 0.50916326 0.25906288],[-0.40799402  0.3640998  -0.65762116],[ 0.17427663  0.5069291  -0.61776533],[ 0.0021134   0.30237657 -0.28563343],[-0.34670555  0.60761126  0.45169938],[-0.59258401  0.57382109 -0.11956748]
val01Infarct (112).jpg.Extracted.png,[ 0.11140559  0.02773015 -0.16071432],[0.04651309 0.05680814 0.2598145 ],[-0.18926878 -0.10286761 -0.13070603],[ 0.02731542  0.24072352 -0.02751706],[-0.36338714  0.13503322 -0.47638909],[ 0.04704167  0.22875384 -0.58473751],[-0.09882657  0.17961957 -0.55378082],[-0.27263801  0.3201726   0.77735693],[-0.44907217  0.25180035  0.60193567]
val01Infarct (113).jpg.Extracted.png,[ 0.02598669 -0.07000692 -0.23852895],[0.08521853 0.10084696 0.06597609],[-0.11120522 -0.03280815  0.1860528 ],[ 0.00348855  0.33988066 -0.22582793],[-0.28751059  0.10512775 -0.09317376],[-0.08345697  0.16885202 -0.62852808],[-0.17530436  0.11002962 -0.52903746],[-0.19185263  0.37435474  0.63168651],[-0.30695705  0.28011009  0.7074889 ]
val01Infarct (114).jpg.Extracted.png,[ 0.02326481 -0.04127209 -0.24711343],[0.06908307 0.08112147 0.13917883],[-0.09234787 -0.04145997  0.1136049 ],[ 0.00766755  0.28094048 -0.08624038],[-0.24853515  0.08264783 -0.07628957],[-0.06261338  0.18532016 -0.46437128],[-0.1332529   0.12678259 -0.33169377],[-0.10336557  0.2576151   0.85245299],[-0.20359958  0.19137412  0.85908687]
val01Infarct (12).jpg.Extracted.png,[-0.01900039 -0.06642565 -0.19685678],[ 0.09193613  0.0757366  -0.03765956],[-0.07293574 -0.00971439  0.24568366],[ 0.0092461   0.32295323 -0.25815584],[-0.20298974  0.16742054  0.15788043],[-0.07411036  0.20280104 -0.47577481],[-0.15345703  0.16067466 -0.32216142],[-0.1088776   0.41513123  0.47790833],[-0.21940629  0.33837913  0.65712396]
val01Infarct (13).jpg.Extracted.png,[ 0.071395   -0.01732804 -0.17030344],[0.01133154 0.02424948 0.30496563],[-0.09788821 -0.0084     -0.16524289],[-0.09281466  0.19788224  0.31234937],[-0.22678141  0.17530985 -0.16524289],[-0.05790084  0.16229754  0.07657597],[-0.08487589  0.16048056  0.05843956],[-0.19143431  0.29420971  0.59044106],[-0.25059772  0.28751487  0.27003107]
val01Infarct (14).jpg.Extracted.png,[-0.01077306 -0.04537648 -0.22641825],[0.08775874 0.06079523 0.0689099 ],[-0.07698568 -0.01607588  0.16551103],[ 0.05326678  0.25268461 -0.0871744 ],[-0.20860239  0.15515338  0.10460927],[-0.05918936  0.21802385 -0.43587198],[-0.12386393  0.16865687 -0.26152319],[-0.08789109  0.31309493  0.58697426],[-0.18624237  0.25995572  0.64509053]
val01Infarct (15).jpg.Extracted.png,[-0.0445916  -0.08617768 -0.17526607],[ 0.10365207  0.06289488 -0.11217029],[-0.05906046  0.0240977   0.29524704],[ 0.05966723  0.35193733 -0.19337397],[-0.15632426  0.23796458  0.20783184],[-0.05743945  0.53647087 -0.24759097],[-0.1037598   0.20282664 -0.30180797],[-0.04777652  0.42711591  0.45723004],[-0.1481452   0.38572199  0.72831505]
val01Infarct (16).jpg.Extracted.png,[-0.00861016 -0.06630166 -0.17758709],[ 0.06704356  0.07232537 -0.01629239],[-0.0584334  -0.00623841  0.20148057],[-0.02403197  0.24338161 -0.03034096],[-0.16072542  0.12301579  0.10050444],[-0.13142124  0.34651666 -0.13843065],[-0.10103567  0.11330715 -0.26927606],[-0.114238    0.27215105  0.37926205],[-0.17486654  0.22941875  0.52717425]
val01Infarct (17).jpg.Extracted.png,[ 0.08408478  0.02171419 -0.12968053],[-0.00136913  0.02414621  0.31768468],[-0.10104212 -0.05599619 -0.2326684 ],[-0.11913524  0.18467847  0.49998953],[-0.284235    0.12430787 -0.29702349],[-0.14678807  0.20306618  0.37622975],[-0.20754828  0.17966105 -0.113859  ],[-0.27766864  0.28211907  0.64355089],[-0.36912254  0.25253719  0.2871227 ]
val01Infarct (18).jpg.Extracted.png,[ 0.04431304 -0.07070063 -0.31711963],[0.06149999 0.10156863 0.16205746],[-0.10581303 -0.03265308  0.16699215],[-0.03065142  0.36374057 -0.05764558],[-0.30689979  0.148515   -0.09138934],[-0.05198392  0.21000606 -0.56801991],[-0.14753262  0.1535968  -0.63550742],[-0.14965347  0.34264219  0.58770377],[-0.28763306  0.25150047  0.58770377]
val01Infarct (19).jpg.Extracted.png,[ 0.1032173  -0.03119696 -0.1617044 ],[0.00381715 0.07402869 0.26755513],[-0.12257139 -0.04923657 -0.13198795],[-0.16469427  0.28262458  0.29352545],[-0.30330826  0.11600226 -0.33883475],[-0.29721501  0.42619854  0.06303902],[-0.14607601  0.17574257 -0.40975365],[-0.29522809  0.32099437  0.60084068],[-0.39135125  0.24248864  0.36444435]
val01Infarct (2).jpg.Extracted.png,[ 0.00908293 -0.02732172 -0.21702396],[0.08006397 0.08364269 0.11669127],[-0.0891469  -0.05787872  0.1055224 ],[0.10110587 0.26020622 0.0972874 ],[-0.2558517   0.02049946  0.05938322],[-0.04244103  0.219596   -0.03916766],[-0.16678976  0.11395535 -0.08465267],[-0.0699708   0.19909654  0.8629519 ],[-0.15810326  0.13242683  0.8629519 ]
val01Infarct (20).jpg.Extracted.png,[ 0.0371378  -0.02589686 -0.22561816],[0.06701879 0.0644474  0.13016433],[-0.1041566  -0.04152273  0.10483303],[ 0.00731799  0.28979479 -0.0909911 ],[-0.26962887  0.12187178 -0.11121134],[-0.00770876  0.20105527 -0.5459466 ],[-0.13001866  0.14027332 -0.39934983],[-0.12980552  0.33029241  0.51056117],[-0.24525925  0.26748558  0.51056117]
val01Infarct (21).jpg.Extracted.png,[-0.00543461 -0.04913418 -0.22260169],[0.08185318 0.06554936 0.07999748],[-0.07641857 -0.01696811  0.14826976],[ 0.00266607  0.30638658 -0.0288548 ],[-0.1948077   0.14877184  0.11129709],[-0.125094    0.23823029 -0.24320475],[-0.13443843  0.22233947 -0.10305286],[-0.07734235  0.30852472  0.79556809],[-0.18126619  0.22635177  0.81205655]
val01Infarct (22).jpg.Extracted.png,[ 0.         -0.12212338 -0.16053569],[ 0.10880083  0.10435998 -0.07613033],[-0.10880083  0.01935891  0.25558541],[-0.02915791  0.40290927 -0.36946136],[-0.28892835  0.24651685 -0.05532042],[-0.08747372  0.25446901 -0.58284011],[-0.15904313  0.2253111  -0.65989355],[-0.1404881   0.53279449  0.06915052],[-0.2809762   0.42941645  0.43663615]
val01Infarct (23).jpg.Extracted.png,[ 0.04751241 -0.03243824 -0.22604905],[0.04215678 0.07725198 0.16369069],[-0.08966919 -0.04763721  0.06779788],[-0.05870864  0.23481567  0.11031398],[-0.22256581  0.07787206 -0.14120189],[-0.1219366   0.32564122 -0.20297771],[-0.13744962  0.10711304 -0.47214381],[-0.12255995  0.27418616  0.60010802],[-0.22323167  0.21032068  0.52950708]
val01Infarct (24).jpg.Extracted.png,[ 0.03583329 -0.06268151 -0.28959181],[0.07602665 0.09231197 0.13995143],[-0.11185994 -0.031713    0.1621528 ],[-0.00657501  0.33227408 -0.10916392],[-0.30431371  0.12608095 -0.1131096 ],[-0.02798851  0.19263104 -0.59053733],[-0.12265173  0.13512636 -0.61026575],[-0.10893286  0.33291932  0.64840736],[-0.25102419  0.25548458  0.66024441]
val01Infarct (25).jpg.Extracted.png,[ 0.02149351 -0.0322547  -0.1680086 ],[0.07560748 0.06445165 0.09707164],[-0.09710099 -0.03446278  0.0771086 ],[0.01509921 0.23302964 0.04250161],[-0.23946159  0.08717655 -0.07225273],[ 0.0055992   0.23276666 -0.16575627],[-0.11596147  0.09059524 -0.29751125],[-0.06464827  0.22892064  0.5737717 ],[-0.16957571  0.17277525  0.54827073]
val01Infarct (26).jpg.Extracted.png,[ 0.01044779 -0.05636704 -0.24006801],[0.07539142 0.07930595 0.10722405],[-0.08583921 -0.02381657  0.13918644],[ 0.12063481  0.27167361 -0.06502534],[-0.25012811  0.07414279 -0.00112113],[ 0.02387499  0.21637018 -0.36772953],[-0.12662898  0.14402771 -0.33409573],[-0.08437601  0.25971916  0.77581962],[-0.17811332  0.1942183   0.80609004]
val01Infarct (27).jpg.Extracted.png,[ 0.04500463  0.04473359 -0.21274047],[0.02719751 0.0686225  0.24079862],[-0.08744276 -0.13802326 -0.04333142],[-0.07140658  0.13239507  0.50826589],[-0.33431813 -0.07367402 -0.08549173],[-0.09189683  0.11708608  0.5152926 ],[-0.19342396  0.07075008  0.00234224],[-0.23827527  0.08724076  0.88068191],[-0.3212892  -0.02177042  0.6944739 ]
val01Infarct (28).jpg.Extracted.png,[ 0.09110003 -0.06609616 -0.40219225],[0.06954412 0.11924401 0.22805874],[-0.16064416 -0.05967343  0.201235  ],[ 0.01711307  0.4447168  -0.15845161],[-0.42108673  0.1901001  -0.25003374],[-0.03709426  0.28075636 -0.9957739 ],[-0.17349691  0.23166383 -1.05246759],[-0.22101198  0.52019596  0.45209589],[-0.43327621  0.38900371  0.45209589]
val01Infarct (29).jpg.Extracted.png,[-0.03137455 -0.03645606 -0.17411335],[0.09996604 0.04066099 0.03482267],[-0.0685915  -0.00433652  0.14393263],[ 0.16741787  0.20946835 -0.14936329],[-0.19266776  0.09469096 -0.04844215],[ 0.04949907  0.16056764 -0.35120557],[-0.1143183   0.02906188 -0.28257919],[0.01912183 0.25714654 0.67415321],[-0.07561556  0.21233121  0.76700066]
val01Infarct (3).jpg.Extracted.png,[ 0.01210117 -0.05190618 -0.23185789],[0.07285202 0.07213275 0.10471002],[-0.08495319 -0.02097871  0.13290936],[ 0.12325738  0.26706261 -0.0680303 ],[-0.23947933  0.07962731  0.02743157],[ 0.0237817   0.21410762 -0.37087488],[-0.12377317  0.14383677 -0.26553764],[-0.080965    0.24962988  0.78454301],[-0.17106197  0.18314948  0.8174609 ]
val01Infarct (30).jpg.Extracted.png,[-0.03383448 -0.03060526 -0.19138022],[0.0933099  0.03397907 0.02753672],[-0.05947542 -0.00348855  0.16969641],[0.16991517 0.1818597  0.0032039 ],[-0.11254777  0.07772357  0.38767228],[ 0.03154366  0.14997958 -0.06888392],[-0.10584649  0.10079951  0.48378937],[0.05355412 0.23266602 0.51743036],[-0.03387088  0.19700065  0.67121771]
val01Infarct (31).jpg.Extracted.png,[-0.015933   -0.0747427  -0.19128701],[ 0.07976922  0.07146778 -0.07137575],[-0.06383621  0.00344113  0.27568063],[ 0.0747242   0.33203246 -0.12219285],[-0.11206537  0.18390015  0.30117956],[-0.04031434  0.22767222 -0.0860513 ],[-0.13636524  0.21886038  0.06884104],[-0.02814646  0.37033078  0.18242876],[-0.09257522  0.30724803  0.51286577]
val01Infarct (32).jpg.Extracted.png,[ 0.02621189 -0.00153493 -0.28074995],[0.07497759 0.04725653 0.16439351],[-0.10118947 -0.04783097  0.12314544],[0.02455322 0.17719304 0.13038414],[-0.26712987  0.0768876   0.09620577],[ 0.00411639  0.14776736 -0.16203078],[-0.21279966  0.1621709  -0.11266202],[-0.07020006  0.21506533  0.84812985],[-0.17839461  0.16866242  0.87091542]
val01Infarct (33).jpg.Extracted.png,[-0.02818515 -0.0167133  -0.21722865],[0.10166433 0.03451445 0.03708782],[-0.07347918 -0.01859866  0.18892819],[0.16388071 0.21656963 0.03569032],[-0.10707357  0.12039721  0.28876716],[ 0.05196218  0.18313942 -0.06164692],[-0.09350769  0.16000474  0.14276129],[0.07630809 0.27168102 0.62458066],[-0.02864581  0.21493445  0.80952143]
val01Infarct (34).jpg.Extracted.png,[-0.00407372 -0.08104563 -0.29788423],[0.1168247  0.06115943 0.06502042],[-0.11275098  0.02155903  0.25035347],[ 0.12322097  0.28279949 -0.27551887],[-0.21841285  0.24420095 -0.01509692],[ 0.05645956  0.265875   -0.81900814],[-0.14191818  0.25303112 -0.64916774],[-0.01341249  0.43923393  0.31326118],[-0.16894385  0.37100082  0.59632851]
val01Infarct (35).jpg.Extracted.png,[-0.06938086 -0.05964669 -0.16172523],[ 0.08475584  0.02520864 -0.13722141],[-0.01537498  0.03473689  0.2964123 ],[ 0.27009191  0.18094946 -0.32590711],[-0.03345795  0.20664999  0.42484319],[ 0.09564853  0.15800536 -0.42484319],[-0.15340254  0.27125574  0.27352918],[0.21768014 0.34472147 0.22697102],[0.14911037 0.29920081 0.65181422]
val01Infarct (36).jpg.Extracted.png,[-0.03546671 -0.03037142 -0.18628882],[ 0.0989633   0.03350302 -0.03387069],[-0.06349658 -0.00322249  0.22672354],[ 0.04692907  0.2651813  -0.14002779],[-0.1324632   0.13470624  0.30313708],[-0.14240395  0.23640775 -0.2185049 ],[-0.12265354  0.16940055  0.11386875],[0.07548414 0.30317462 0.69552265],[-0.03039029  0.24588969  0.90787248]
val01Infarct (37).jpg.Extracted.png,[-0.0190225  -0.02574024 -0.19232527],[0.09734579 0.03251681 0.04196188],[-0.07832329 -0.00703455  0.15632624],[0.04454949 0.24466962 0.02514628],[-0.09508695  0.10323034  0.18859712],[-0.12726193  0.18963735 -0.02095524],[-0.00529504  0.11430486  0.0796299 ],[0.05140208 0.23827694 0.78372581],[-0.06249806  0.19586447  0.86754675]
val01Infarct (38).jpg.Extracted.png,[-0.00434228 -0.03629735 -0.20784588],[0.07313384 0.08398953 0.0501697 ],[-0.06879156 -0.04900015  0.16413835],[ 0.01742204  0.25691749 -0.07627739],[-0.2297299   0.0625811   0.22447346],[-0.07472159  0.16046709 -0.32799277],[-0.36965564  0.14540226  0.02179354],[-0.10033181  0.23977903  0.82597516],[-0.17946651  0.14685557  0.89135578]
val01Infarct (39).jpg.Extracted.png,[ 0.04936705  0.029113   -0.19940611],[0.02144628 0.06396346 0.18700202],[-0.07996979 -0.10592552  0.00776518],[-0.04097691  0.19674554  0.26013342],[-0.26567802 -0.07682116 -0.13589059],[-0.09917771  0.28427993  0.08929953],[-0.15193232  0.01396197 -0.30672448],[-0.22090695  0.07315084  0.7687525 ],[-0.27543216 -0.0199325   0.63674449]
val01Infarct (4).jpg.Extracted.png,[ 0.04650269 -0.09702754 -0.43657408],[0.09717446 0.12178489 0.18795287],[-0.14367716 -0.02687585  0.27330389],[ 0.11669057  0.47932894 -0.1210572 ],[-0.46565561  0.15857129 -0.05893574],[ 0.00113125  0.34748951 -0.94775042],[-0.22819215  0.19118071 -1.0050933 ],[-0.1681377   0.55214681  0.53360738],[-0.38201713  0.41642179  0.59572883]
val01Infarct (40).jpg.Extracted.png,[ 0.06416608 -0.04136938 -0.30468036],[0.07271611 0.08528949 0.18911195],[-0.13688219 -0.04939765  0.13253933],[ 0.07240011  0.30832916 -0.05094119],[-0.33965225  0.11958675 -0.235603  ],[-0.0281611   0.19574662 -0.59855897],[-0.1637598   0.1040159  -0.73227959],[-0.16317852  0.46473022  0.35022068],[-0.31145405  0.38864456  0.34385303]
val01Infarct (41).jpg.Extracted.png,[ 0.02047589 -0.05016594 -0.2882369 ],[0.06388478 0.07289418 0.140176  ],[-0.08436068 -0.02358392  0.15508771],[0.03167746 0.307728   0.05448641],[-0.26596677  0.11295269  0.03248228],[-0.02901246  0.2203737  -0.26614517],[-0.13532426  0.15804157 -0.34158789],[-0.09236738  0.29085929  0.76176195],[-0.20899344  0.20537769  0.78376608]
val01Infarct (42).jpg.Extracted.png,[ 0.01956375 -0.0492464  -0.2603437 ],[0.05517503 0.07877101 0.12302827],[-0.07473878 -0.03038405  0.14294142],[ 0.04614495  0.28607261 -0.06010253],[-0.24105519  0.08157133 -0.07982367],[-0.04350178  0.19042989 -0.36718888],[-0.15024411  0.10284415 -0.43480422],[-0.0862599   0.2356527   0.82171424],[-0.17750443  0.16026293  0.81889693]
val01Infarct (43).jpg.Extracted.png,[ 0.03600239 -0.07224809 -0.34886384],[0.05764398 0.09933352 0.14610537],[-0.09364637 -0.02838263  0.21525062],[ 0.00388061  0.36236551 -0.11223208],[-0.34535113  0.10475731 -0.09352673],[-0.07864239  0.24105934 -0.66965141],[-0.19048171  0.10277694 -0.76691921],[-0.14195695  0.37100816  0.63224072],[-0.29455982  0.28168552  0.68087462]
val01Infarct (44).jpg.Extracted.png,[ 0.0630616  -0.09662197 -0.29498601],[0.03577115 0.10550133 0.03167635],[-0.09883275 -0.00950763  0.28292122],[-0.035627    0.38733304 -0.21115207],[-0.35640974  0.18782183  0.05596802],[-0.10869729  0.22177227 -0.60801621],[-0.17436274  0.17203418 -0.5813042 ],[-0.19713608  0.40381926  0.39177613],[-0.32762871  0.32138816  0.54823219]
val01Infarct (45).jpg.Extracted.png,[ 0.07167898 -0.09482976 -0.3100185 ],[0.03822367 0.11167656 0.07980674],[-0.10990266 -0.0182437   0.25105795],[-0.03618149  0.39218977 -0.15907985],[-0.36047952  0.16548236 -0.00775999],[-0.10411339  0.2184343  -0.60139943],[-0.17496699  0.15776145 -0.62079941],[-0.21458556  0.40302313  0.39963962],[-0.34830077  0.30211926  0.49663953]
val01Infarct (46).jpg.Extracted.png,[ 0.01756568 -0.07135193 -0.45913656],[0.12947789 0.07794973 0.22456558],[-0.14704357 -0.00717978  0.25591172],[ 0.08107649  0.49481506 -0.04325759],[-0.48533101  0.30301331 -0.06563221],[ 0.01134012  0.45352318 -0.93376735],[-0.22273883  0.30860444 -1.01879089],[-0.12765906  0.68536415  0.65930538],[-0.38422474  0.57939237  0.65930538]
val01Infarct (47).jpg.Extracted.png,[ 0.02694823 -0.04752788 -0.24928297],[0.10177831 0.05630507 0.17505826],[-0.12872653 -0.00948097  0.08052905],[0.14481348 0.23344149 0.31676658],[-0.24726877  0.18340606 -0.11255665],[0.10836087 0.28469612 0.37947671],[-0.01886608  0.11249159 -0.21868149],[-0.0314678   0.30192705  0.66408424],[-0.18280281  0.24469064  0.6689081 ]
val01Infarct (48).jpg.Extracted.png,[ 0.06367663 -0.05088253 -0.27949642],[0.08788271 0.11711972 0.2498292 ],[-0.15155934 -0.07358475  0.03435321],[ 0.06380348  0.38542672 -0.06448268],[-0.32126275  0.21036197 -0.47901419],[ 0.07792443  0.18073991 -0.53981214],[-0.04885512  0.12333943 -0.78853105],[-0.17237995  0.42330918  0.59324065],[-0.34257292  0.32022934  0.47164474]
val01Infarct (49).jpg.Extracted.png,[ 0.04921694 -0.0820252  -0.32142555],[0.08352792 0.09446502 0.18262815],[-0.13274486 -0.01355624  0.15202195],[ 0.02695603  0.39622351 -0.17092045],[-0.2944001   0.21494099 -0.27423803],[ 0.05615609  0.16199541 -0.74873359],[-0.07779646  0.11472654 -0.82526513],[-0.09933684  0.40686039  0.64031391],[-0.26391695  0.3249536   0.64031391]
val01Infarct (5).jpg.Extracted.png,[ 0.03621001 -0.04500587 -0.42570516],[0.09735399 0.08832928 0.27395858],[-0.133564   -0.0464509   0.16576597],[-0.04480799  0.40276375  0.18222   ],[-0.39208299  0.20917317 -0.14654056],[-0.03921858  0.30033974 -0.37590839],[-0.13695452  0.24021735 -0.84611245],[-0.15853179  0.47874093  0.75946238],[-0.34829328  0.37935359  0.70212042]
val01Infarct (50).jpg.Extracted.png,[ 0.05562422 -0.04236873 -0.24394995],[0.05459683 0.0832331  0.19162499],[-0.12281121 -0.04801722  0.04742313],[-0.01362259  0.31357542 -0.02891654],[-0.25907593  0.11936787 -0.24058563],[ 0.02453071  0.1418513  -0.39673496],[-0.08498009  0.06226816 -0.47307463],[-0.1318937   0.24060021  0.76224005],[-0.22889466  0.16120214  0.67202044]
val01Infarct (51).jpg.Extracted.png,[ 0.01022255 -0.11087536 -0.31283241],[0.15584853 0.07285836 0.1665731 ],[-0.16607108  0.04359336  0.16428482],[ 0.34892055  0.19596708 -0.23993764],[-0.41974719  0.30237108 -0.37214817],[ 0.0668898   0.16840921 -0.72960629],[-0.14034101  0.18973375 -0.79326321],[0.07782547 0.6063825  0.328078  ],[-0.17052344  0.55082934  0.35745811]
val01Infarct (52).jpg.Extracted.png,[ 0.01878816 -0.0310228  -0.24675772],[0.10499453 0.03922533 0.16209608],[-0.12378268 -0.00885644  0.09172825],[ 0.21698069  0.176642   -0.03469651],[-0.2516976  0.1852226 -0.2680006],[ 0.05302466  0.12763642 -0.33978648],[-0.07549942  0.10415073 -0.5013047 ],[0.01071342 0.35095393 0.69751943],[-0.13075552  0.30505512  0.67598366]
val01Infarct (53).jpg.Extracted.png,[ 0.05190022 -0.11097419 -0.33076501],[0.10977439 0.09014736 0.20592374],[-0.16167461  0.02385175  0.14151052],[ 0.26264901  0.25026536 -0.11043718],[-0.3374941   0.31026499 -0.36242061],[ 0.02718948  0.14772258 -0.53974228],[-0.08449417  0.1640041  -0.72639667],[-0.00664642  0.56560084  0.38419695],[-0.23233565  0.50199242  0.37953059]
val01Infarct (54).jpg.Extracted.png,[ 0.06957139 -0.10944671 -0.38301601],[0.07182639 0.13604614 0.14501473],[-0.14139778 -0.02888468  0.26175756],[-0.04634079  0.47737996 -0.20512369],[-0.51633247  0.09439633 -0.15199813],[-0.02172026  0.19118485 -0.84705753],[-0.21502209  0.05635412 -0.91789161],[-0.23904987  0.48531865  0.55634266],[-0.42646648  0.31312315  0.61832248]
val01Infarct (55).jpg.Extracted.png,[ 0.11624459 -0.0905084  -0.43999256],[0.04998787 0.1412275  0.20532986],[-0.16623246 -0.05694019  0.27148257],[-0.05695448  0.50113114 -0.20086351],[-0.59163821  0.10199076 -0.19106529],[-0.1122544   0.26835448 -1.068006  ],[-0.31574249  0.16048687 -1.15618998],[-0.32642836  0.59206044  0.35763504],[-0.53502004  0.40281526  0.40172703]
